record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes,batch_id,inventory_sha256,received_at_utc,integrity_verified_at_utc,analysis_completed_at_utc,deletion_clearance_issued_at_utc,user_deletion_confirmed_at_utc,raw_retention_status,raw_available_in_conversation,retained_derivative_paths,derivative_sha256s,parser_version_or_script_sha256,raw_to_derived_reconciliation,reacquisition_url,deletion_notes
actual_input,2016-06-01-go.obo,/mnt/data/2016-06-01-go.obo,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_used_once_for_explicit_provenance_repair_then_ignored,user_upload_B103,historical GO ontology for term metadata and is_a propagation,analyze_B104_release158_fast.py; analyze_B104A_residuals.py; continue_B104A.py; finalize_B104A_exact_reconstruction.py; validate_B104A_exact_reconstruction_set_based.py,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/,official_GO_archive_path_recorded; uploaded_bytes_not_remote_compared,supplied_by_user; SHA-256 matched full user-local inventory and prior B103 verification,,34762536,9b4c0c28d73ba41ae4c684d78b354d2c8bea691a5d759d4cdd188eecdd307ca2,local_upload_inventory_full_20260827T160408Z.csv,B103 deletion confirmation recorded. Residual mount was used once to reconstruct durable derivatives because the previously claimed B103 retained artifacts were absent; exact raw hash matched the already verified B103 hash.,B103,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,exact receipt timestamp unavailable; B103 completed 2026-08-27T21:06:59Z,2026-08-28T03:07:59Z (reverified for repair),2026-08-27T21:06:59Z; derivative repair completed 2026-08-28T03:07:59Z,2026-08-27T21:06:59Z,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user; residual_mount_logically_ignored after repair,false,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz|/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz|/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_is_a_closure_for_GOA158_159_terms_20260828T030759Z.tsv.gz,4f4e30e4705c669e47d7938948cb8ad81689da8ac0b96bf625a5c6f278024430|e5c95105ff60d78feb5acb7441d1628083081a28ccb4d858db50334a34259708|e933ca816b9e675ab482b1884a510752f78e87daef15dc9a6ecde828ffa4b993,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,"44,797 ontology terms; 73,691 is_a edges; 238,711 closure rows for GOA158/159 direct terms; source raw SHA-256 reverified",https://release.geneontology.org/2016-06-01/ontology/go.obo,User explicitly reported Deleted B103. Event time approximated from receipt of B104 uploads because exact UI timestamp was unavailable.
actual_input,idmapping_2026_08_27.tsv.gz,/mnt/data/idmapping_2026_08_27.tsv.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_used_once_for_explicit_provenance_repair_then_ignored,user_upload_B103; user-generated_current_UniProt_ID_mapping_output,current temporal sensitivity mapping for nine GeneIDs,analyze_B104_release158_fast.py; build_B104_identifier_watchlist.py,,https://www.uniprot.org/id-mapping,no_stable_job_result_URL_supplied; source_tool_page_recorded,generated_by_user_with_current_UniProt_ID_mapping_tool_on_2026-08-27,2026-08-27,1219,fd585a7de7201f61871a70fbeb244b615cfa32dd7eee1b507cc35d89bd5cd5d6,"current UniProt ID Mapping query for GeneIDs 176,337,3108,4018,7957,10159,29901,55125,84919","Used only for temporal sensitivity, never as a substitute for 2016 mapping. B103 deletion confirmation recorded; residual mount used once to reconstruct a durable normalized derivative.",B103,,exact receipt timestamp unavailable; B103 completed 2026-08-27T21:06:59Z,2026-08-28T03:07:59Z (reverified for repair),2026-08-27T21:06:59Z; derivative repair completed 2026-08-28T03:07:59Z,2026-08-27T21:06:59Z,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user; residual_mount_logically_ignored after repair,false,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_current_UniProt_idmapping_2026-08-27_20260828T030759Z.tsv.gz,64333a530ad3387348a93933fba14e68e61561eaa1b0f19ca0f36b80671c04f9,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,15 rows retained with original columns; derivative re-read; raw SHA-256 reverified,not_reacquirable_as_same_job_output_without_query_parameters_and_UniProt_version,User explicitly reported Deleted B103. Event time approximated from receipt of B104 uploads because exact UI timestamp was unavailable.
actual_input,goa_human.gaf.158.gz,/mnt/data/goa_human.gaf.158.gz,conversation_copy_deleted_by_user; user_local_master_retained,user_upload_B104,historical GOA release-158 GAF annotations,analyze_B104_release158_fast.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename; uploaded_bytes_not_remote_compared,supplied_by_user; size and SHA-256 matched authoritative full local inventory; gzip integrity passed,2026-08-28T02:52:31Z (runtime mount time; exact UI receipt time unavailable),4854158,7d5f7aabd0bea1e1f2a9d18af70f5d4038a85a78736d07ba69fc331b34241acf,local_upload_inventory_full_20260827T160408Z.csv,B104 fully analyzed. Clearance applies only to conversation attachment; retain user-local master.,B104,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-28T02:52:31Z (runtime mount time),2026-08-28T03:07:59Z,2026-08-28T03:22:43Z,2026-08-28T03:22:43Z,2026-08-28T15:20:26Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,3e02cbbaac49da8868358f7ac66a33660a569f00c1143222a85b7e670a9e6411,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,"388,218 rows retained; 17-column width check passed; GAF unique projection reconciled exactly to GPAD",https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,User reported Deleted B104. Logical deletion remains in force; B104A used only frozen bundles and retained derivatives.
actual_input,goa_human.gpa.158.gz,/mnt/data/goa_human.gpa.158.gz,conversation_copy_deleted_by_user; user_local_master_retained,user_upload_B104,historical GOA release-158 GPAD annotations,analyze_B104_release158_fast.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename; uploaded_bytes_not_remote_compared,supplied_by_user; size and SHA-256 matched authoritative full local inventory; gzip integrity passed,2026-08-28T02:52:31Z (runtime mount time; exact UI receipt time unavailable),3636575,4d1b31df7490ad55c215d2e8525a098d820bf12a7d2d26cd13bc58a633d5f26a,local_upload_inventory_full_20260827T160408Z.csv,B104 fully analyzed. Clearance applies only to conversation attachment; retain user-local master.,B104,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-28T02:52:31Z (runtime mount time),2026-08-28T03:07:59Z,2026-08-28T03:22:43Z,2026-08-28T03:22:43Z,2026-08-28T15:20:26Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gpad158_normalized_20260828T030759Z.tsv.gz,13dc02a91658b02c7840bd9a774ea225c3b7f16b13bf6a05d8d09a4688a8bbc6,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,"389,235 rows retained; 12-column width check passed; 388,218 unique GAF-projected assertions plus 1,017 ECO subtype duplicate projections",https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,User reported Deleted B104. Logical deletion remains in force; B104A used only frozen bundles and retained derivatives.
actual_input,goa_human.gpi.158.gz,/mnt/data/goa_human.gpi.158.gz,conversation_copy_deleted_by_user; user_local_master_retained,user_upload_B104,historical GOA release-158 gene-product information,analyze_B104_release158_fast.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename; uploaded_bytes_not_remote_compared,supplied_by_user; size and SHA-256 matched authoritative full local inventory; gzip integrity passed,2026-08-28T02:52:31Z (runtime mount time; exact UI receipt time unavailable),602496,2c7a7a836d022038431a5efbfa48dbe0dd1777264e008f693b78387568dd354a,local_upload_inventory_full_20260827T160408Z.csv,B104 fully analyzed. Clearance applies only to conversation attachment; retain user-local master.,B104,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-28T02:52:31Z (runtime mount time),2026-08-28T03:07:59Z,2026-08-28T03:22:43Z,2026-08-28T03:22:43Z,2026-08-28T15:20:26Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gpi158_normalized_20260828T030759Z.tsv.gz,332c85cbd7279b7b63409b57dd43ac0f1cd25e68a8de4a68edfcd2b0848ed5cb,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,"21,005 rows retained; 10-column width check passed; all rows re-read; compared against 21,002 GPI159 objects",https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,User reported Deleted B104. Logical deletion remains in force; B104A used only frozen bundles and retained derivatives.
retained_input,B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,release-159 normalized GAF,analyze_B104A_residuals.py; continue_B104A.py; finalize_B104A_exact_reconstruction.py; validate_B104A_exact_reconstruction_set_based.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,5123439,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,B101 raw GAF159,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,
retained_input,B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,release-159 normalized GPI and primary symbols,finalize_B104A_exact_reconstruction.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,675697,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,B101 raw GPI159,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,
retained_input,B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,"full relevant May-2016 GeneID-UniProt component, including GeneIDs outside GraphSAGE",finalize_B104A_exact_reconstruction.py,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,https://release.geneontology.org/2016-06-01/annotations/gp2protein/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,164596,9187753eed649d1d72bc0d38764094877b1967d5e7fe7696b292241e1ff12039,B102 raw gp2protein.geneid,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,9187753eed649d1d72bc0d38764094877b1967d5e7fe7696b292241e1ff12039,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,
retained_input,B104_accession_GeneID_mapping_edges_20260828T030759Z.csv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_accession_GeneID_mapping_edges_20260828T030759Z.csv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,prior accepted accession-GeneID projection for factorial comparison,all B104A reconstruction/validation scripts,,,not_applicable_generated_derivative,retained_derivative_from_verified_prior_batch,,45549,b32dc309aad418954a20eab90396d7001597a8748fa475f633f84f6b0de99856,B104 mapping analysis,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_accession_GeneID_mapping_edges_20260828T030759Z.csv.gz,b32dc309aad418954a20eab90396d7001597a8748fa475f633f84f6b0de99856,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,,
retained_input,B104_label_to_GO_mapping_release158_159_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_label_to_GO_mapping_release158_159_20260828T030759Z.csv,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,previously recovered GO IDs and column order,all B104A reconstruction/validation scripts,,,not_applicable_generated_derivative,retained_derivative_from_verified_prior_batch,,24030,78d79985df507d63fd6b14a68be88dcf52fd643cde63e57f8854335e6144e704,B104 label analysis,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_label_to_GO_mapping_release158_159_20260828T030759Z.csv,78d79985df507d63fd6b14a68be88dcf52fd643cde63e57f8854335e6144e704,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,,
retained_input,B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,normalized May-31 GO term metadata,all B104A ontology/reconstruction scripts,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/ontology/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,510862,4f4e30e4705c669e47d7938948cb8ad81689da8ac0b96bf625a5c6f278024430,B103 ontology through B104 repair,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,4f4e30e4705c669e47d7938948cb8ad81689da8ac0b96bf625a5c6f278024430,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://release.geneontology.org/2016-06-01/ontology/go.obo,
retained_input,B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,normalized May-31 GO is_a edges,all B104A ontology/reconstruction scripts,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/ontology/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,316121,e5c95105ff60d78feb5acb7441d1628083081a28ccb4d858db50334a34259708,B103 ontology through B104 repair,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz,e5c95105ff60d78feb5acb7441d1628083081a28ccb4d858db50334a34259708,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://release.geneontology.org/2016-06-01/ontology/go.obo,
retained_input,B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,release-158 normalized GAF for temporal control,finalize_B104A_exact_reconstruction.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,prior_source_url_recorded,retained_derivative_from_verified_prior_batch,,5084257,3e02cbbaac49da8868358f7ac66a33660a569f00c1143222a85b7e670a9e6411,B104 raw GAF158,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,3e02cbbaac49da8868358f7ac66a33660a569f00c1143222a85b7e670a9e6411,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,
retained_input,collapsed_gene_labels_topology_features.csv,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/collapsed_gene_labels_topology_features.csv,present_verified,copied_from_frozen_prior_bundle_or_stable_prior_derivative,collapsed deposited labels by independently recovered GeneID,all B104A reconstruction/validation scripts,,,not_applicable_generated_derivative,retained_derivative_from_verified_prior_batch,,1061035,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,corrected core analysis,B104A consumed this retained copy; no logically deleted raw attachment was used.,B104A,,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,2026-08-28T15:20:26Z,,,retained_derivative_required_for_reproduction,not_applicable_retained_derivative,/mnt/data/ppi_repro_corrected/batches/B104A_20260828T145842Z/retained_inputs/collapsed_gene_labels_topology_features.csv,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,analyze_B104A_residuals.py:33b5ff91596131933979a42b4cbb43f0efec0b2dda81b354300716a70078d4f1|build_B104A_provenance.py:c9b64784855cff36b30dac8d34462968e411bc3ffb41ec232dc9d6cedc4ac70b|continue_B104A.py:f44b4568eaadd4cb7b3485092ad5394141ccf44fd5d43bd26186043a8992ea2a|finalize_B104A_exact_reconstruction.py:033606a5fd5d9c2a61590b5a84e943b9ef770dc116602eacd68a7de07dca95af|finish_B104A_graph_summary.py:ca2de0aacdfc1a39602e7afa6f2ce7aeb8a4a4144e5d0ae82ac9d37b5b810bf2|validate_B104A_delivery.py:0561212678858177305bab227b52ddfd21bcf1c06a63b5c17814cb1ac1015cef|validate_B104A_exact_reconstruction_set_based.py:667f4f493431fd2206e37b8f075f726fd16ae7fe0d9d2a4457ea3c1a19aa54d4,Input hash recorded and file successfully re-read by accepted B104A scripts.,,
