gene_index	entrez_gene_id	positive_label_count	in_graphsage_4301
1529	5213	38	1
1530	5217	40	1
1531	5218	28	1
1532	5223	36	1
1533	5224	27	1
1534	5226	27	1
1535	5228	9	1
1536	5241	40	1
1537	5243	13	1
1538	5245	100	1
1539	5264	20	1
1540	5265	14	1
1541	5268	11	1
1542	5270	37	1
1543	5272	44	1
1544	5286	17	1
1545	5287	0	1
1546	5289	32	1
1547	5290	25	1
1548	5291	25	1
1549	5292	49	1
1550	5293	13	1
1551	5295	71	1
1552	5296	54	1
1553	5300	67	1
1554	5307	13	1
1555	5308	51	1
1556	5309	44	1
1557	5310	82	1
1558	5311	85	1
1559	5316	0	1
1560	5318	36	1
1561	5319	70	1
1562	5320	45	1
1563	5321	7	0
1564	5324	36	0
1565	5326	13	0
1566	5327	33	1
1567	5328	21	1
1568	5333	11	1
1569	5335	31	1
1570	5336	40	1
1571	5338	0	1
1572	5339	30	1
1573	5340	28	1
1574	5341	60	1
1575	5347	79	0
1576	5351	12	1
1577	5352	20	1
1578	5360	13	1
1579	5361	14	0
1580	5362	10	1
1581	5364	33	1
1582	5371	85	1
1583	5376	10	1
1584	5378	0	1
1585	5393	46	1
1586	5394	37	1
1587	5395	37	1
1588	5396	13	1
1589	5408	14	0
1590	5413	16	1
1591	5420	31	1
1592	5422	41	1
1593	5423	35	1
1594	5424	38	1
1595	5426	36	1
1596	5428	33	1
1597	5429	20	1
1598	5442	39	1
1599	5443	54	1
1600	5444	29	1
1601	5449	45	1
1602	5451	42	1
1603	5452	13	1
1604	5453	44	1
1605	5454	6	1
1606	5456	9	1
1607	5459	43	0
1608	5460	75	1
1609	5465	54	1
1610	5467	62	1
1611	5468	87	1
1612	5469	93	1
1613	5470	23	1
1614	5478	45	1
1615	5494	65	1
1616	5496	22	1
1617	5498	21	1
1618	5499	62	1
1619	5500	41	1
1620	5501	46	1
1621	5515	34	1
1622	5516	8	1
1623	5518	18	1
1624	5520	20	1
1625	5524	48	1
1626	5525	31	1
1627	5527	26	1
1628	5530	62	1
1629	5531	24	1
1630	5532	71	1
1631	5536	30	1
1632	5537	19	1
1633	5538	53	1
1634	5540	0	1
1635	5551	21	1
1636	5552	33	1
1637	5562	61	1
1638	5566	63	1
1639	5568	3	1
1640	5569	18	0
1641	5573	28	1
1642	5577	38	1
1643	5578	81	1
1644	5579	84	1
1645	5580	88	1
1646	5581	50	1
1647	5582	43	1
1648	5584	78	1
1649	5585	55	1
1650	5587	89	1
1651	5588	53	1
1652	5590	75	1
1653	5591	86	1
1654	5592	28	1
1655	5594	71	1
1656	5595	82	1
1657	5598	59	1
1658	5599	48	1
1659	5601	37	1
1660	5602	37	1
1661	5603	24	1
1662	5604	79	1
1663	5606	37	1
1664	5607	52	1
1665	5608	0	1
1666	5609	69	1
1667	5610	81	1
1668	5617	13	1
1669	5618	23	1
1670	5621	57	1
1671	5624	21	1
1672	5626	0	1
1673	5629	68	1
1674	5631	19	1
1675	5641	33	1
1676	5646	20	1
1677	5648	20	1
1678	5649	76	1
1679	5652	11	1
1680	5654	19	1
1681	5660	8	1
1682	5663	67	1
1683	5664	25	1
1684	5682	21	1
1685	5683	20	1
1686	5692	15	1
1687	5693	29	1
1688	5696	25	1
1689	5701	30	1
1690	5702	16	1
1691	5704	16	1
1692	5705	29	1
1693	5716	61	1
1694	5720	8	1
1695	5721	9	1
1696	5724	20	1
1697	5725	37	1
1698	5727	68	1
1699	5728	92	1
1700	5729	4	1
1701	5730	32	1
1702	5733	8	1
1703	5741	48	1
1704	5742	28	1
1705	5743	49	1
1706	5744	43	1
1707	5745	32	1
1708	5747	61	1
1709	5753	55	0
1710	5754	21	1
1711	5764	18	1
1712	5768	30	1
1713	5770	70	1
1714	5771	59	1
1715	5774	37	1
1716	5775	5	1
1717	5777	60	1
1718	5778	6	1
1719	5780	6	1
1720	5781	37	1
1721	5782	31	1
1722	5783	38	1
1723	5784	25	1
1724	5786	10	1
1725	5787	7	1
1726	5788	63	1
1727	5791	21	1
1728	5792	27	1
1729	5793	18	1
1730	5795	54	1
1731	5796	52	1
1732	5797	39	1
1733	5798	26	1
1734	5800	48	1
1735	5801	36	1
1736	5802	8	1
1737	5803	27	1
1738	5810	30	1
1739	5813	26	1
1740	5817	16	1
1741	5818	5	1
1742	5819	25	1
1743	5824	35	1
1744	5828	57	1
1745	5829	20	1
1746	5830	35	1
1747	5831	32	1
1748	5836	32	1
1749	5862	27	1
1750	5864	33	1
1751	5865	32	1
1752	5867	17	1
1753	5868	49	1
1754	5869	26	1
1755	5870	40	1
1756	5871	41	1
1757	5873	50	1
1758	5874	34	1
1759	5878	30	1
1760	5879	59	1
1761	5880	31	1
1762	5881	32	1
1763	5883	21	1
1764	5884	36	1
1765	5886	31	1
1766	5887	42	1
1767	5888	63	1
1768	5889	41	1
1769	5894	35	1
1770	5896	47	1
1771	5898	32	1
1772	5899	45	1
1773	5900	10	1
1774	5906	54	1
1775	5908	34	1
1776	5909	14	1
1777	5911	59	1
1778	5912	36	1
1779	5913	7	1
1780	5914	84	1
1781	5915	16	1
1782	5916	62	1
1783	5921	17	1
1784	5923	22	1
1785	5925	58	1
1786	5928	19	1
1787	5929	46	1
1788	5930	45	1
1789	5931	24	1
1790	5932	36	1
1791	5935	48	1
1792	5936	71	1
1793	5950	36	1
1794	5954	8	1
1795	5957	0	1
1796	5966	53	1
1797	5970	66	1
1798	5971	27	1
1799	5972	32	1
1800	5976	76	1
1801	5978	85	1
1802	5979	67	1
1803	5983	44	1
1804	5991	63	1
1805	5997	37	1
1806	6002	10	1
1807	6009	25	1
1808	6010	16	1
1809	6011	23	1
1810	6015	59	1
1811	6045	61	1
1812	6047	63	1
1813	6049	68	1
1814	6050	21	1
1815	6091	43	1
1816	6092	34	1
1817	6093	44	1
1818	6095	65	1
1819	6102	24	1
1820	6103	34	1
1821	6117	42	1
1822	6118	53	1
1823	6120	23	1
1824	6182	59	1
1825	6188	83	1
1826	6189	45	1
1827	6193	50	1
1828	6194	43	1
1829	6196	25	1
1830	6198	54	1
1831	6199	26	1
1832	6207	45	1
1833	6208	70	1
1834	6210	30	1
1835	6223	59	1
1836	6231	45	1
1837	6237	37	1
1838	6240	25	1
1839	6241	23	1
1840	6242	8	1
1841	6249	27	1
1842	6251	15	1
1843	6256	63	1
1844	6257	44	1
1845	6258	0	1
1846	6259	45	1
1847	6261	44	1
1848	6262	53	1
1849	6272	37	1
1850	6273	4	1
1851	6275	32	1
1852	6278	44	1
1853	6280	48	1
1854	6283	28	1
1855	6284	36	1
1856	6285	25	1
1857	6286	23	1
1858	6288	44	1
1859	6289	8	1
1860	6294	14	1
1861	6299	63	1
1862	6300	29	1
1863	6303	6	1
1864	6304	41	0
1865	6310	47	1
1866	6311	43	1
1867	6314	36	1
1868	6319	24	1
1869	6326	15	1
1870	6331	39	1
1871	6334	11	1
1872	6338	23	1
1873	6340	24	1
1874	6342	38	1
1875	6347	48	1
1876	6348	81	1
1877	6352	72	1
1878	6356	21	1
1879	6359	1	1
1880	6360	1	1
1881	6363	52	1
1882	6366	52	1
1883	6369	20	1
1884	6375	48	1
1885	6376	20	1
1886	6382	24	0
1887	6386	49	1
1888	6387	29	1
1889	6389	25	1
1890	6392	24	1
1891	6401	34	1
1892	6403	30	1
1893	6404	11	1
1894	6405	11	1
1895	6416	4	1
1896	6418	40	1
1897	6421	78	1
1898	6422	77	1
1899	6423	58	1
1900	6424	63	0
1901	6426	39	1
1902	6431	49	1
1903	6432	48	1
1904	6434	46	1
1905	6441	6	1
1906	6453	8	1
1907	6456	8	1
1908	6461	0	1
1909	6464	62	1
1910	6468	0	1
1911	6469	67	1
1912	6470	40	1
1913	6474	0	1
1914	6477	40	1
1915	6478	44	1
1916	6480	27	1
1917	6484	10	1
1918	6487	0	1
1919	6490	18	1
1920	6491	30	1
1921	6492	0	1
1922	6493	7	1
1923	6495	61	1
1924	6497	70	1
1925	6498	8	1
1926	6500	42	1
1927	6502	23	1
1928	6505	22	1
1929	6506	10	1
1930	6507	19	1
1931	6513	34	1
1932	6514	1	1
1933	6515	21	1
1934	6517	21	1
1935	6521	25	1
1936	6522	2	1
1937	6523	16	1
1938	6528	25	1
1939	6532	31	1
1940	6533	0	1
1941	6541	2	1
1942	6547	34	1
1943	6548	81	1
1944	6549	0	1
1945	6558	16	1
1946	6568	11	1
1947	6569	16	1
1948	6574	12	1
1949	6578	0	1
1950	6581	16	1
1951	6583	18	1
1952	6584	25	1
1953	6585	14	1
1954	6586	22	0
1955	6591	62	1
1956	6594	67	1
1957	6596	21	1
1958	6597	78	1
1959	6598	85	1
1960	6599	48	1
1961	6601	53	1
1962	6602	50	1
1963	6604	66	1
1964	6608	64	1
1965	6609	54	1
1966	6612	26	1
1967	6613	45	1
1968	6615	62	1
1969	6616	12	1
1970	6622	72	1
1971	6623	11	1
1972	6624	43	1
1973	6625	42	1
1974	6631	29	1
1975	6636	34	1
1976	6640	23	1
1977	6642	38	1
1978	6646	58	1
1979	6647	77	1
1980	6648	54	1
1981	6651	44	1
1982	6654	1	1
1983	6655	0	1
1984	6657	75	1
1985	6658	16	0
1986	6659	75	1
1987	6660	16	1
1988	6662	93	1
1989	6663	12	1
1990	6664	67	1
1991	6665	45	1
1992	6667	46	1
1993	6670	56	1
1994	6672	80	1
1995	6683	42	1
1996	6688	76	1
1997	6689	0	1
1998	6693	33	1
1999	6696	11	1
2000	6698	24	1
2001	6699	31	0
2002	6708	7	1
2003	6710	13	1
2004	6711	46	1
2005	6714	87	1
2006	6716	16	0
2007	6717	36	1
2008	6718	23	1
2009	6720	44	1
2010	6722	73	1
2011	6729	37	1
2012	6732	51	1
2013	6733	62	1
2014	6736	46	0
2015	6737	71	1
2016	6742	28	1
2017	6751	1	1
2018	6752	0	1
2019	6755	16	1
2020	6760	32	1
2021	6764	1	1
2022	6772	76	1
2023	6774	84	1
2024	6776	29	1
2025	6777	61	1
2026	6778	13	1
2027	6786	28	1
2028	6788	65	1
2029	6789	61	1
2030	6792	45	1
2031	6794	61	1
2032	6801	26	1
2033	6804	25	1
2034	6809	35	1
2035	6811	40	1
2036	6812	55	1
2037	6813	30	1
2038	6814	30	1
2039	6817	15	1
2040	6818	8	1
2041	6827	59	1
2042	6829	70	1
2043	6832	65	1
2044	6840	26	1
2045	6845	46	1
2046	6850	79	1
2047	6853	3	1
2048	6855	24	1
2049	6857	28	1
2050	6860	18	1
2051	6863	6	1
2052	6868	59	1
2053	6871	29	1
2054	6872	69	1
2055	6873	56	1
2056	6874	56	1
2057	6877	33	1
2058	6878	35	1
2059	6879	76	1
2060	6880	77	1
2061	6881	42	1
2062	6882	44	1
2063	6883	56	1
2064	6885	66	1
2065	6886	58	1
2066	6890	23	1
2067	6891	24	0
2068	6895	53	1
2069	6898	14	1
2070	6899	66	0
2071	6900	11	0
2072	6901	27	1
2073	6903	9	1
2074	6904	18	1
2075	6905	2	1
2076	6907	63	1
2077	6910	55	1
2078	6915	0	1
2079	6917	13	1
2080	6925	65	1
2081	6926	55	1
2082	6927	55	1
2083	6928	49	1
2084	6929	69	1
2085	6932	19	1
2086	6934	88	1
2087	6935	46	1
2088	6943	59	1
2089	6944	3	1
2090	6993	36	1
2091	6997	53	0
2092	7001	24	1
2093	7003	44	1
2094	7004	15	1
2095	7005	11	1
2096	7010	55	1
2097	7011	34	1
2098	7013	62	1
2099	7014	70	1
2100	7015	96	1
2101	7018	38	1
2102	7019	68	1
2103	7020	67	1
2104	7022	53	0
2105	7023	64	1
2106	7025	37	1
2107	7026	55	1
2108	7027	6	1
2109	7030	50	1
2110	7031	0	1
2111	7037	62	1
2112	7038	4	0
2113	7039	36	1
2114	7040	96	1
2115	7041	52	1
2116	7042	73	1
2117	7043	63	1
2118	7045	17	1
2119	7046	83	1
2120	7048	51	1
2121	7049	60	1
2122	7050	29	1
2123	7051	23	1
2124	7052	32	1
2125	7053	36	1
2126	7054	34	0
2127	7057	84	1
2128	7059	6	1
2129	7060	44	1
2130	7067	51	1
2131	7070	56	1
2132	7071	43	1
2133	7072	34	1
2134	7074	23	0
2135	7075	0	1
2136	7077	8	1
2137	7080	66	1
2138	7082	16	1
2139	7083	4	1
2140	7089	38	1
2141	7091	8	1
2142	7094	20	1
2143	7096	40	1
2144	7097	79	1
2145	7098	69	1
2146	7099	84	1
2147	7100	15	1
2148	7101	0	1
2149	7105	23	1
2150	7111	13	1
2151	7124	98	1
2152	7126	54	1
2153	7128	72	1
2154	7132	60	1
2155	7133	22	1
2156	7135	0	1
2157	7137	20	1
2158	7139	23	1
2159	7140	16	0
2160	7141	59	0
2161	7143	13	1
2162	7145	8	1
2163	7148	24	1
2164	7153	63	1
2165	7155	31	1
2166	7157	93	1
2167	7159	17	1
2168	7161	58	1
2169	7163	18	1
2170	7164	33	1
2171	7168	34	1
2172	7169	6	1
2173	7171	19	1
2174	7175	72	1
2175	7178	33	1
2176	7184	60	1
2177	7186	72	1
2178	7187	36	1
2179	7188	51	1
2180	7189	88	1
2181	7205	29	1
2182	7220	26	1
2183	7223	21	1
2184	7224	5	1
2185	7225	16	1
2186	7227	39	1
2187	7248	56	1
2188	7249	48	1
2189	7251	58	1
2190	7253	4	0
2191	7266	18	1
2192	7267	30	1
2193	7270	16	1
2194	7273	46	1
2195	7275	11	1
2196	7283	23	1
2197	7284	32	1
2198	7287	25	1
2199	7292	50	1
2200	7293	33	1
2201	7294	67	1
2202	7295	46	1
2203	7296	10	1
2204	7298	30	1
2205	7301	52	1
2206	7319	42	1
2207	7320	55	1
2208	7321	37	1
2209	7322	28	1
2210	7323	31	1
2211	7324	34	1
2212	7325	24	1
2213	7326	24	1
2214	7327	39	1
2215	7328	16	1
2216	7329	68	1
2217	7332	70	1
2218	7334	99	1
2219	7335	62	1
2220	7336	26	1
2221	7337	31	1
2222	7341	71	1
2223	7342	8	1
2224	7343	51	1
2225	7345	52	1
2226	7350	14	1
2227	7352	0	1
2228	7358	14	1
2229	7363	15	1
2230	7374	16	1
2231	7375	46	1
2232	7376	56	1
2233	7389	10	1
2234	7390	21	1
2235	7391	65	1
2236	7392	59	1
2237	7398	34	1
2238	7399	25	1
2239	7402	31	1
2240	7408	29	1
2241	7409	10	1
2242	7410	16	1
2243	7412	37	1
2244	7414	26	1
2245	7415	92	1
2246	7416	32	1
2247	7419	14	1
2248	7421	66	1
2249	7422	79	1
2250	7423	0	1
2251	7424	10	1
2252	7425	13	1
2253	7428	61	1
2254	7429	45	1
2255	7430	88	1
2256	7431	24	1
2257	7439	14	1
2258	7441	0	1
2259	7442	20	1
2260	7443	42	1
2261	7444	52	1
2262	7448	40	1
2263	7450	25	1
2264	7453	19	1
2265	7454	17	1
2266	7462	24	1
2267	7465	10	1
2268	7466	68	1
2269	7468	8	1
2270	7472	53	1
2271	7473	18	1
2272	7474	69	1
2273	7476	56	1
2274	7477	22	1
2275	7480	19	1
2276	7482	17	1
2277	7486	51	1
2278	7490	75	1
2279	7494	78	1
2280	7508	51	1
2281	7514	26	1
2282	7518	36	1
2283	7520	65	1
2284	7525	19	1
2285	7528	60	1
2286	7529	43	1
2287	7531	39	1
2288	7532	25	1
2289	7533	69	1
2290	7535	31	1
2291	7536	15	1
2292	7538	86	1
2293	7544	0	1
2294	7545	52	1
2295	7546	51	1
2296	7547	48	0
2297	7554	0	0
2298	7572	40	1
2299	7703	37	1
2300	7704	62	1
2301	7709	13	1
2302	7716	14	1
2303	7763	0	1
2304	7783	21	0
2305	7784	78	0
2306	7786	39	1
2307	7804	59	1
2308	7818	19	1
2309	7832	48	1
2310	7837	27	1
2311	7844	24	1
2312	7849	76	1
2313	7852	37	1
2314	7855	48	1
2315	7857	36	1
2316	7862	64	1
2317	7874	63	1
2318	7879	69	1
2319	7884	37	1
2320	7903	21	1
2321	7915	27	1
2322	7917	68	1
2323	7919	73	1
2324	7923	20	1
2325	7940	18	0
2326	7941	28	1
2327	7942	53	1
2328	7957	17	1
2329	7976	22	1
2330	7979	5	1
2331	8013	65	1
2332	8021	19	1
2333	8022	34	1
2334	8036	30	1
2335	8074	27	1
2336	8078	31	1
2337	8085	78	1
2338	8086	20	1
2339	8089	30	1
2340	8092	57	1
2341	8099	25	1
2342	8106	26	1
2343	8128	21	0
2344	8200	47	1
2345	8202	61	1
2346	8204	61	1
2347	8218	36	1
2348	8233	27	1
2349	8237	23	1
2350	8239	41	1
2351	8243	54	1
2352	8260	31	1
2353	8266	16	1
2354	8273	0	1
2355	8289	54	1
2356	8291	18	1
2357	8294	40	1
2358	8295	37	1
2359	8301	77	1
2360	8312	63	1
2361	8313	66	1
2362	8314	46	1
2363	8315	40	1
2364	8321	43	1
2365	8322	57	1
2366	8323	36	1
2367	8324	51	1
2368	8325	10	1
2369	8359	40	1
2370	8360	40	1
2371	8361	40	1
2372	8362	40	1
2373	8363	40	1
2374	8364	40	1
2375	8365	40	1
2376	8366	40	1
2377	8367	40	1
2378	8368	40	1
2379	8370	40	1
2380	8394	41	1
2381	8395	2	1
2382	8396	29	1
2383	8398	18	1
2384	8399	44	1
2385	8408	51	1
2386	8409	47	1
2387	8411	28	1
2388	8416	15	1
2389	8425	18	1
2390	8434	18	1
2391	8435	35	1
2392	8440	56	1
2393	8444	31	0
2394	8445	61	1
2395	8448	5	1
2396	8450	44	1
2397	8451	5	1
2398	8452	65	1
2399	8454	21	1
2400	8456	8	1
2401	8462	34	1
2402	8463	6	1
2403	8464	39	1
2404	8467	35	1
2405	8473	90	1
2406	8476	37	1
2407	8482	34	1
2408	8493	15	1
2409	8501	8	1
2410	8503	9	1
2411	8504	37	1
2412	8517	62	1
2413	8518	36	1
2414	8522	0	1
2415	8525	12	1
2416	8527	18	1
2417	8529	28	1
2418	8531	55	1
2419	8534	14	1
2420	8539	27	1
2421	8542	18	1
2422	8546	19	1
2423	8547	38	1
2424	8548	19	1
2425	8554	39	1
2426	8555	51	1
2427	8557	21	1
2428	8563	56	1
2429	8564	32	1
2430	8567	33	1
2431	8569	30	1
2432	8575	30	1
2433	8578	20	1
2434	8600	53	1
2435	8604	19	1
2436	8605	11	1
2437	8607	57	1
2438	8608	0	1
2439	8609	0	1
2440	8611	11	1
2441	8613	56	1
2442	8621	62	1
2443	8625	9	1
2444	8626	59	1
2445	8631	48	1
2446	8643	0	0
2447	8646	31	1
2448	8649	32	1
2449	8650	29	1
2450	8651	22	1
2451	8654	12	1
2452	8658	75	1
2453	8660	34	1
2454	8661	32	1
2455	8662	43	1
2456	8663	17	1
2457	8664	18	1
2458	8665	22	1
2459	8666	18	1
2460	8667	25	1
2461	8668	23	1
2462	8671	19	1
2463	8675	28	1
2464	8677	19	1
2465	8678	47	1
2466	8682	11	1
2467	8683	35	1
2468	8689	8	0
2469	8694	20	1
2470	8697	34	1
2471	8698	0	1
2472	8708	19	1
2473	8711	24	1
2474	8717	20	1
2475	8725	54	1
2476	8726	18	1
2477	8727	9	1
2478	8737	84	1
2479	8738	24	1
2480	8739	20	1
2481	8740	19	1
2482	8741	32	1
2483	8743	30	1
2484	8751	25	1
2485	8754	55	1
2486	8763	11	1
2487	8764	0	1
2488	8766	43	1
2489	8767	61	1
2490	8771	0	1
2491	8772	69	1
2492	8773	34	1
2493	8775	9	1
2494	8788	12	1
2495	8792	55	1
2496	8795	18	1
2497	8796	17	0
2498	8800	28	1
2499	8805	36	1
2500	8813	34	1
2501	8818	24	1
2502	8820	0	1
2503	8825	8	1
2504	8828	10	1
2505	8829	51	1
2506	8834	12	1
2507	8835	9	1
2508	8837	60	1
2509	8841	89	1
2510	8842	33	1
2511	8846	29	1
2512	8850	77	1
2513	8851	70	1
2514	8852	15	0
2515	8856	50	1
2516	8858	8	1
2517	8861	81	1
2518	8867	34	1
2519	8877	71	1
2520	8878	48	1
2521	8879	25	1
2522	8881	26	1
2523	8883	20	1
2524	8890	42	1
2525	8891	39	1
2526	8892	23	1
2527	8893	57	1
2528	8894	11	1
2529	8897	39	1
2530	8907	20	1
2531	8912	28	1
2532	8914	46	1
2533	8915	74	1
2534	8924	31	1
2535	8928	61	1
2536	8929	56	0
2537	8930	9	1
2538	8932	50	1
2539	8942	31	1
2540	8943	25	1
2541	8945	61	1
2542	8976	34	1
2543	8985	8	1
2544	8986	76	1
2545	8989	18	1
2546	8993	13	1
2547	8994	63	1
2548	9002	8	1
2549	9020	18	1
2550	9021	20	1
2551	9022	22	1
2552	9024	55	1
2553	9025	79	1
2554	9027	47	1
2555	9031	64	1
2556	9040	24	1
2557	9043	26	1
2558	9048	0	1
2559	9049	25	1
2560	9053	21	1
2561	9060	3	1
2562	9063	37	1
2563	9066	38	1
2564	9070	49	1
2565	9076	15	1
2566	9079	19	1
2567	9092	28	1
2568	9093	43	1
2569	9097	46	1
2570	9098	30	0
2571	9099	43	1
2572	9100	54	1
2573	9101	36	1
2574	9107	5	1
2575	9113	60	1
2576	9114	27	1
2577	9126	41	1
2578	9127	4	1
2579	9131	41	1
2580	9133	12	1
2581	9134	0	1
2582	9140	11	1
2583	9145	7	1
2584	9146	49	1
2585	9149	47	1
2586	9156	36	1
2587	9162	9	1
2588	9170	2	1
2589	9173	0	1
2590	9175	66	1
2591	9181	74	1
2592	9183	37	1
2593	9184	17	1
2594	9191	16	1
2595	9201	2	1
2596	9211	14	1
2597	9212	77	1
2598	9213	16	1
2599	9217	54	1
2600	9218	40	1
2601	9219	15	1
2602	9220	7	1
2603	9221	17	1
2604	9230	44	1
2605	9241	51	0
2606	9244	30	1
2607	9252	81	1
2608	9253	19	1
2609	9255	23	1
2610	9261	57	1
2611	9262	33	1
2612	9263	35	1
2613	9270	88	1
2614	9271	31	1
2615	9282	57	1
2616	9290	31	1
2617	9308	0	1
2618	9311	1	1
2619	9314	75	1
2620	9315	0	1
2621	9319	23	1
2622	9324	8	1
2623	9341	42	1
2624	9344	69	1
2625	9353	53	1
2626	9361	41	1
2627	9367	27	1
2628	9368	64	1
2629	9369	2	1
2630	9370	78	1
2631	9371	27	1
2632	9372	24	1
2633	9378	43	1
2634	9379	19	1
2635	9381	18	1
2636	9388	29	1
2637	9401	22	1
2638	9409	25	1
2639	9412	40	1
2640	9421	71	1
2641	9423	16	1
2642	9429	24	1
2643	9440	59	1
2644	9444	7	1
2645	9445	36	1
2646	9447	68	1
2647	9448	40	1
2648	9451	91	1
2649	9463	63	1
2650	9464	65	1
2651	9466	0	1
2652	9469	20	1
2653	9474	35	1
2654	9475	72	1
2655	9479	22	1
2656	9480	47	1
2657	9495	24	1
2658	9500	22	1
2659	9509	0	0
2660	9510	4	1
2661	9516	27	1
2662	9517	36	1
2663	9519	0	1
2664	9521	28	1
2665	9525	55	1
2666	9527	21	1
2667	9531	17	1
2668	9536	14	1
2669	9540	25	1
2670	9545	23	1
2671	9546	8	1
2672	9551	19	1
2673	9557	28	1
2674	9559	25	1
2675	9563	0	1
2676	9564	33	1
2677	9572	76	1
2678	9575	81	1
2679	9577	52	1
2680	9585	37	1
2681	9586	40	0
2682	9587	19	1
2683	9588	15	1
2684	9604	59	1
2685	9611	69	1
2686	9612	53	1
2687	9616	28	1
2688	9618	31	1
2689	9619	64	1
2690	9620	13	1
2691	9625	0	1
2692	9627	21	1
2693	9635	8	1
2694	9639	26	1
2695	9641	50	1
2696	9646	76	1
2697	9648	28	1
2698	9653	2	1
2699	9655	30	1
2700	9657	36	1
2701	9666	27	1
2702	9669	27	1
2703	9670	7	1
2704	9682	62	1
2705	9683	29	1
2706	9690	16	1
2707	9693	66	1
2708	9695	49	1
2709	9696	28	1
2710	9702	27	1
2711	9706	29	1
2712	9719	10	1
2713	9727	37	1
2714	9732	22	1
2715	9734	72	1
2716	9736	25	1
2717	9757	37	1
2718	9759	84	1
2719	9765	18	1
2720	9767	29	1
2721	9771	9	1
2722	9775	63	1
2723	9785	26	1
2724	9788	25	1
2725	9793	27	1
2726	9794	64	1
2727	9804	21	1
2728	9806	2	1
2729	9807	22	1
2730	9810	68	1
2731	9811	31	1
2732	9819	0	1
2733	9821	11	1
2734	9826	39	1
2735	9828	9	1
2736	9837	9	1
2737	9839	53	1
2738	9844	20	1
2739	9846	24	1
2740	9855	21	1
2741	9856	22	1
2742	9862	53	1
2743	9867	36	1
2744	9869	40	1
2745	9874	35	1
2746	9898	21	1
2747	9903	28	1
2748	9907	35	1
2749	9910	16	1
2750	9913	39	1
2751	9915	47	1
2752	9918	26	1
2753	9927	35	1
2754	9935	12	1
2755	9939	38	1
2756	9943	34	1
2757	9950	26	1
2758	9958	53	1
2759	9960	42	1
2760	9962	13	1
2761	9963	27	1
2762	9965	31	1
2763	9966	31	1
2764	9967	70	1
2765	9968	68	1
2766	9969	60	1
2767	9971	85	1
2768	9978	24	1
2769	9984	74	1
2770	9990	16	1
2771	9994	41	1
2772	10002	0	1
2773	10006	31	1
2774	10010	35	1
2775	10013	96	1
2776	10014	80	1
2777	10017	14	1
2778	10018	17	1
2779	10025	54	1
2780	10036	20	1
2781	10038	14	1
2782	10049	43	1
2783	10051	18	1
2784	10054	24	1
2785	10055	36	1
2786	10058	39	1
2787	10059	44	1
2788	10060	17	1
2789	10062	76	1
2790	10068	13	1
2791	10075	62	1
2792	10076	25	1
2793	10083	20	1
2794	10085	8	0
2795	10087	21	1
2796	10096	32	1
2797	10105	35	1
2798	10106	15	1
2799	10107	4	1
2800	10110	1	1
2801	10111	64	1
2802	10114	48	1
2803	10116	34	1
2804	10131	51	1
2805	10133	43	1
2806	10135	46	1
2807	10150	19	1
2808	10152	34	1
2809	10155	91	1
2810	10156	14	1
2811	10159	0	1
2812	10163	25	1
2813	10165	32	1
2814	10170	21	1
2815	10174	8	1
2816	10181	37	1
2817	10188	42	1
2818	10189	79	1
2819	10193	38	1
2820	10194	0	1
2821	10196	19	1
2822	10197	33	1
2823	10201	18	1
2824	10202	37	1
2825	10203	53	1
2826	10206	67	1
2827	10210	69	1
2828	10212	31	1
2829	10213	49	1
2830	10215	0	0
2831	10221	70	1
2832	10228	28	1
2833	10241	27	1
2834	10242	17	1
2835	10252	33	1
2836	10253	42	1
2837	10256	8	0
2838	10269	9	1
2839	10270	36	1
2840	10272	57	1
2841	10273	63	1
2842	10277	21	1
2843	10291	26	1
2844	10296	25	1
2845	10297	31	1
2846	10299	24	1
2847	10300	27	1
2848	10309	33	1
2849	10313	22	0
2850	10316	19	1
2851	10319	0	1
2852	10320	47	1
2853	10325	36	1
2854	10326	8	1
2855	10332	10	1
2856	10333	53	1
2857	10342	20	1
2858	10344	15	1
2859	10346	55	1
2860	10347	71	1
2861	10365	37	1
2862	10367	30	1
2863	10369	15	1
2864	10370	68	1
2865	10371	20	1
2866	10379	9	1
2867	10381	19	1
2868	10385	20	1
2869	10392	59	1
2870	10393	21	1
2871	10395	58	1
2872	10397	36	1
2873	10399	80	1
2874	10401	36	1
2875	10409	58	1
2876	10411	42	1
2877	10413	26	1
2878	10419	60	1
2879	10425	36	1
2880	10432	61	1
2881	10435	27	1
2882	10437	14	1
2883	10439	35	1
2884	10444	20	1
2885	10449	44	1
2886	10451	29	1
2887	10452	29	1
2888	10458	29	1
2889	10459	84	1
2890	10460	0	1
2891	10461	21	1
2892	10468	36	1
2893	10472	42	1
2894	10474	61	1
2895	10475	38	1
2896	10476	22	1
2897	10477	16	1
2898	10478	27	1
2899	10481	11	0
2900	10482	22	1
2901	10487	8	1
2902	10488	53	1
2903	10492	47	1
2904	10494	56	1
2905	10497	30	1
2906	10498	68	1
2907	10499	15	1
2908	10507	52	1
2909	10512	12	1
2910	10514	62	1
2911	10516	28	1
2912	10522	56	1
2913	10524	87	1
2914	10527	9	1
2915	10533	53	1
2916	10537	48	1
2917	10540	30	1
2918	10542	46	1
2919	10553	17	1
2920	10554	18	0
2921	10555	24	1
2922	10558	36	1
2923	10563	25	1
2924	10564	37	1
