GeneID,mapped_graphsage_row_count,graph_instance_count,unique_tissue_count,tissues,train_instance_count,valid_instance_count,test_instance_count,mean_instance_degree,median_instance_degree,max_instance_degree,min_instance_degree,total_instance_degree,feature_nonzero_counts,feature_nonzero_count_consistent,positive_label_count,all_zero_label_vector
4720,19,19,19,adipose_tissue|adrenal_cortex|adrenal_gland|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,16,2,1,22.94736842105263,24.0,30,12,436,0,1,18,0
4722,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,26.136363636363637,29.0,36,11,575,0,1,34,0
4724,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,23.391304347826086,27.0,32,1,538,1,1,42,0
4725,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,17.6875,18.0,21,13,283,0,1,18,0
4728,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,23.666666666666668,25.0,30,13,497,1,1,20,0
4729,15,15,15,adipose_tissue|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,11,2,2,23.4,24.0,27,19,351,0,1,23,0
4734,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,110.69565217391305,110.0,140,69,2546,1,1,92,0
4747,1,1,1,brain,1,0,0,28.0,28.0,28,28,28,0,1,24,0
4750,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,11.3125,12.0,13,8,181,1,1,38,0
4751,1,1,1,blood,1,0,0,17.0,17.0,17,17,17,1,1,62,0
4756,1,1,1,kidney,0,1,0,3.0,3.0,3,3,3,0,1,20,0
4760,2,2,2,brain|eye,2,0,0,15.5,15.5,16,15,31,1,1,69,0
4763,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,11.416666666666666,11.5,17,3,274,5,1,74,0
4771,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,31.625,33.0,38,12,759,1,1,53,0
4772,2,2,2,artery|blood,2,0,0,41.0,41.0,49,33,82,2,1,57,0
4773,2,2,2,blood|heart,1,1,0,33.5,33.5,35,32,67,1,1,58,0
4775,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,9.0,9.0,13,3,216,0,1,56,0
4778,20,20,20,adrenal_cortex|adrenal_gland|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,14.7,15.0,17,10,294,2,1,14,0
4780,19,19,19,adipose_tissue|adrenal_cortex|adrenal_gland|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,16,2,1,49.94736842105263,52.0,57,32,949,1,1,76,0
4781,19,19,19,adrenal_cortex|adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,2.1052631578947367,2.0,4,1,40,3,1,63,0
4790,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,116.70833333333333,120.0,149,44,2801,0,1,66,0
4791,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,76.71428571428571,76.0,94,51,1611,2,1,51,0
4792,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,85.70833333333333,90.0,113,36,2057,4,1,65,0
4796,1,1,1,heart,0,1,0,13.0,13.0,13,13,13,2,1,27,0
4803,2,2,2,heart|kidney,0,2,0,9.5,9.5,11,8,19,0,1,26,0
4804,1,1,1,kidney,0,1,0,36.0,36.0,36,36,36,1,1,19,0
4810,3,3,3,blood|brain|eye,3,0,0,5.333333333333333,5.0,6,5,16,1,1,0,1
4811,4,4,4,blood|blood_plasma|heart|kidney,2,2,0,17.5,17.5,20,15,70,0,1,11,0
4824,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,17.458333333333332,19.0,22,7,419,0,1,78,0
4830,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,31.0,31.0,39,13,713,2,1,33,0
4831,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,38.30434782608695,40.0,50,13,881,1,1,68,0
4836,15,15,15,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,12,2,1,20.933333333333334,21.0,26,13,314,3,1,27,0
4842,3,3,3,brain|heart|kidney,1,2,0,24.0,22.0,29,21,72,2,1,83,0
4843,4,4,4,blood|brain|eye|liver,4,0,0,66.5,67.5,71,60,266,0,1,57,0
4846,8,8,8,blood|blood_plasma|blood_platelet|brain|eye|heart|liver|lung,6,1,1,35.0,36.5,41,27,280,0,1,60,0
4850,19,19,19,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,13.789473684210526,14.0,15,12,262,0,1,22,0
4851,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,93.91666666666667,98.5,122,33,2254,2,1,76,0
4852,2,2,2,adrenal_gland|brain,2,0,0,8.0,8.0,10,6,16,0,1,23,0
4853,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,19.625,20.0,28,10,471,0,1,36,0
4854,1,1,1,artery,1,0,0,21.0,21.0,21,21,21,1,1,17,0
4855,4,4,4,heart|kidney|liver|lung,1,2,1,15.75,16.0,16,15,63,2,1,13,0
4857,15,15,15,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,12,2,1,5.133333333333334,6.0,7,3,77,3,1,20,0
4860,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,14.75,15.5,21,6,354,1,1,43,0
4863,7,7,7,basal_ganglion|blood|brain|colon|forebrain|gastrointestinal_tract|large_intestine,7,0,0,9.285714285714286,9.0,10,9,65,0,1,48,0
4864,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,8.523809523809524,9.0,9,6,179,0,1,49,0
4867,8,8,8,adrenal_gland|basal_ganglion|brain|forebrain|gastrointestinal_tract|kidney|liver|lung,6,1,1,27.5,29.0,31,20,220,0,1,17,0
4868,1,1,1,kidney,0,1,0,14.0,14.0,14,14,14,0,1,20,0
4869,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,204.1904761904762,205.0,268,127,4288,0,1,93,0
4878,3,3,3,blood|blood_plasma|heart,2,1,0,4.333333333333333,4.0,5,4,13,1,1,25,0
4879,5,5,5,adrenal_gland|blood|blood_plasma|eye|heart,4,1,0,2.6,2.0,4,2,13,1,1,22,0
4880,5,5,5,blood|blood_plasma|brain|heart|liver,4,1,0,1.6,2.0,2,1,8,0,1,27,0
4882,5,5,5,brain|heart|kidney|liver|lung,2,2,1,7.4,7.0,10,6,37,0,1,26,0
4887,6,6,6,amygdala|basal_ganglion|brain|forebrain|gastrointestinal_tract|midbrain,5,0,1,3.1666666666666665,3.0,4,3,19,0,1,4,0
4891,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,4.391304347826087,4.0,5,3,101,1,1,33,0
4897,5,5,5,amygdala|basal_ganglion|brain|forebrain|midbrain,4,0,1,3.4,3.0,5,3,17,0,1,13,0
4899,16,16,16,adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,13.25,14.5,16,9,212,0,1,50,0
4904,4,4,4,brain|forebrain|kidney|lung,2,1,1,146.75,150.5,159,127,587,0,1,62,0
4905,20,20,20,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,33.2,35.0,43,18,664,1,1,42,0
4909,4,4,4,brain|gastrointestinal_tract|kidney|liver,3,1,0,5.5,5.5,6,5,22,0,1,12,0
4913,12,12,12,amygdala|basal_ganglion|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,8,2,2,5.75,6.0,7,5,69,1,1,35,0
4914,1,1,1,blood,1,0,0,722.0,722.0,722,722,722,0,1,85,0
4915,17,17,17,adipose_tissue|amygdala|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,13,2,2,22.58823529411765,22.0,26,18,384,2,1,56,0
4916,1,1,1,brain,1,0,0,17.0,17.0,17,17,17,1,1,39,0
4920,3,3,3,brain|heart|lung,1,1,1,12.666666666666666,12.0,14,12,38,0,1,9,0
4921,4,4,4,brain|eye|kidney|liver,3,1,0,7.25,7.5,8,6,29,1,1,72,0
4923,3,3,3,blood|brain|gastrointestinal_tract,3,0,0,3.0,3.0,3,3,9,1,1,12,0
4926,20,20,20,adrenal_cortex|adrenal_gland|amygdala|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,43.25,42.5,54,26,865,1,1,21,0
4929,6,6,6,adrenal_cortex|adrenal_gland|basal_ganglion|brain|forebrain|midbrain,5,0,1,17.333333333333332,17.5,20,13,104,5,1,72,0
4952,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,13.952380952380953,15.0,17,8,293,0,1,33,0
4953,20,20,20,adipose_tissue|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,6.0,6.0,8,5,120,0,1,26,0
4968,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,5.545454545454546,6.0,6,4,122,2,1,57,0
4974,1,1,1,brain,1,0,0,1.0,1.0,1,1,1,3,1,0,1
4976,20,20,20,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,14.3,15.0,17,11,286,0,1,38,0
4982,1,1,1,kidney,0,1,0,5.0,5.0,5,5,5,1,1,2,0
4983,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,3.130434782608696,3.0,4,3,72,0,1,2,0
4985,5,5,5,amygdala|basal_ganglion|brain|forebrain|kidney,4,1,0,17.8,17.0,20,15,89,1,1,39,0
4988,8,8,8,amygdala|basal_ganglion|blood|brain|forebrain|kidney|lung|midbrain,5,1,2,19.25,19.5,24,15,154,0,1,42,0
5000,8,8,8,blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|lung,5,2,1,18.375,18.0,19,18,147,1,1,33,0
5002,5,5,5,brain|heart|kidney|liver|lung,2,2,1,3.2,3.0,4,3,16,2,1,17,0
5008,1,1,1,blood,1,0,0,4.0,4.0,4,4,4,0,1,47,0
5015,1,1,1,eye,1,0,0,9.0,9.0,9,9,9,2,1,56,0
5018,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,19.38095238095238,19.0,24,11,407,1,1,33,0
5025,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,8.434782608695652,10.0,11,2,194,1,1,47,0
5027,5,5,5,blood|brain|heart|liver|lung,3,1,1,3.6,4.0,4,3,18,1,1,54,0
5033,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,11.0,11.0,16,7,231,0,1,9,0
5045,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,12.083333333333334,12.0,16,6,290,2,1,57,0
5046,4,4,4,brain|forebrain|heart|liver,3,1,0,3.25,3.0,4,3,13,0,1,27,0
5048,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,22.833333333333332,24.5,31,7,548,5,1,45,0
5052,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,65.0,68.0,83,22,1560,1,1,32,0
5054,5,5,5,adipose_tissue|blood|blood_plasma|blood_platelet|heart,4,1,0,15.8,17.0,20,11,79,1,1,47,0
5058,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,69.6086956521739,70.0,85,35,1601,5,1,67,0
5062,18,18,18,adipose_tissue|adrenal_cortex|adrenal_gland|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,15,2,1,64.05555555555556,67.0,76,49,1153,1,1,52,0
5064,8,8,8,adrenal_cortex|adrenal_gland|brain|gastrointestinal_tract|heart|kidney|liver|lung,5,2,1,3.0,3.0,4,2,24,1,1,38,0
5071,11,11,11,adrenal_gland|amygdala|basal_ganglion|brain|colon|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|midbrain,8,2,1,157.72727272727272,160.0,190,132,1735,1,1,93,0
5073,9,9,9,blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,6,2,1,12.777777777777779,13.0,14,12,115,1,1,18,0
5074,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,21.375,22.5,26,10,513,0,1,23,0
5076,2,2,2,eye|kidney,1,1,0,11.0,11.0,12,10,22,1,1,86,0
5077,5,5,5,basal_ganglion|brain|forebrain|kidney|lung,3,1,1,17.0,17.0,20,15,85,1,1,43,0
5079,1,1,1,blood,1,0,0,23.0,23.0,23,23,23,0,1,0,1
5080,1,1,1,brain,1,0,0,45.0,45.0,45,45,45,3,1,74,0
5081,4,4,4,amygdala|basal_ganglion|brain|forebrain,4,0,0,6.0,6.0,6,6,24,2,1,0,1
5087,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,20.318181818181817,20.5,26,13,447,2,1,14,0
5089,1,1,1,kidney,0,1,0,19.0,19.0,19,19,19,1,1,8,0
5090,20,20,20,adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,5.2,5.0,8,3,104,1,1,0,1
5094,22,22,22,adipose_tissue|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,58.5,62.0,76,27,1287,2,1,42,0
5100,5,5,5,amygdala|basal_ganglion|brain|forebrain|midbrain,4,0,1,3.0,3.0,3,3,15,1,1,0,1
5108,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,42.26086956521739,46.0,56,15,972,1,1,43,0
5110,11,11,11,blood|blood_plasma|blood_platelet|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,8,2,1,51.72727272727273,52.0,57,40,569,0,1,14,0
5111,7,7,7,adrenal_gland|blood|brain|colon|gastrointestinal_tract|large_intestine|lung,6,0,1,162.0,168.0,172,125,1134,1,1,79,0
5116,15,15,15,adrenal_gland|amygdala|basal_ganglion|blood|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,11,2,2,18.333333333333332,18.0,22,11,275,1,1,28,0
5119,22,22,22,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,18,2,2,15.136363636363637,15.0,21,5,333,0,1,54,0
5125,7,7,7,adrenal_cortex|adrenal_gland|brain|gastrointestinal_tract|heart|kidney|lung,4,2,1,8.142857142857142,8.0,10,7,57,2,1,36,0
5130,21,21,21,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,9.238095238095237,9.0,12,7,194,1,1,22,0
5139,6,6,6,adipose_tissue|blood|blood_plasma|blood_platelet|heart|liver,5,1,0,12.166666666666666,12.0,16,7,73,1,1,20,0
5140,19,19,19,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,15,2,2,6.315789473684211,5.0,11,3,120,1,1,40,0
5147,20,20,20,adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,18.0,18.0,23,14,360,0,1,8,0
5148,1,1,1,eye,1,0,0,7.0,7.0,7,7,7,1,1,0,1
5154,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,11.75,12.0,16,6,282,0,1,59,0
5155,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,10.666666666666666,10.5,15,6,256,4,1,80,0
5156,6,6,6,blood|blood_plasma|blood_platelet|bone|brain|liver,6,0,0,31.833333333333332,32.5,37,27,191,2,1,82,0
5158,2,2,2,brain|eye,2,0,0,3.5,3.5,6,1,7,0,1,16,0
5159,2,2,2,kidney|lung,0,1,1,62.5,62.5,64,61,125,1,1,80,0
5167,1,1,1,adipose_tissue,1,0,0,3.0,3.0,3,3,3,1,1,63,0
5168,9,9,9,blood|brain|colon|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung,6,2,1,3.3333333333333335,3.0,5,3,30,2,1,35,0
5170,20,20,20,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,47.6,48.0,63,30,952,1,1,56,0
5174,5,5,5,adrenal_cortex|adrenal_gland|gastrointestinal_tract|kidney|liver,4,1,0,12.2,12.0,18,8,61,1,1,26,0
5175,7,7,7,blood|blood_plasma|blood_platelet|eye|gastrointestinal_tract|heart|kidney,5,2,0,21.857142857142858,21.0,27,19,153,0,1,21,0
5176,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,5.416666666666667,6.0,6,2,130,1,1,17,0
5189,16,16,16,amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,12,2,2,6.875,7.0,9,4,110,1,1,36,0
5190,17,17,17,amygdala|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,13,2,2,5.411764705882353,6.0,8,2,92,0,1,30,0
5191,23,23,23,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,19,2,2,5.3478260869565215,5.0,7,2,123,0,1,31,0
5192,2,2,2,kidney|liver,1,1,0,10.5,10.5,11,10,21,2,1,21,0
5193,2,2,2,kidney|liver,1,1,0,4.0,4.0,4,4,8,1,1,27,0
5194,24,24,24,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|aorta|artery|astrocyte|basal_ganglion|basophil|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,20,2,2,5.958333333333333,6.0,7,3,143,0,1,30,0
5195,21,21,21,adipose_tissue|adrenal_gland|amygdala|aorta|artery|basal_ganglion|blood|blood_plasma|blood_platelet|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,17,2,2,19.523809523809526,20.0,27,13,410,2,1,59,0
5196,3,3,3,blood|blood_plasma|blood_platelet,3,0,0,6.333333333333333,6.0,9,4,19,0,1,49,0
5204,20,20,20,adipose_tissue|adrenal_cortex|adrenal_gland|amygdala|artery|basal_ganglion|blood|blood_plasma|bone|brain|colon|eye|forebrain|gastrointestinal_tract|heart|kidney|large_intestine|liver|lung|midbrain,16,2,2,50.1,49.0,61,36,1002,1,1,28,0
