ancestor_GO_ID,descendant_GO_ID,ancestor_name,descendant_name,direct_parent_child
GO:0050789,GO:0048518,regulation of biological process,positive regulation of biological process,1
GO:0050789,GO:0048519,regulation of biological process,negative regulation of biological process,1
GO:0050789,GO:0048522,regulation of biological process,positive regulation of cellular process,0
GO:0050789,GO:0048523,regulation of biological process,negative regulation of cellular process,0
GO:0050789,GO:0048583,regulation of biological process,regulation of response to stimulus,1
GO:0050789,GO:0048584,regulation of biological process,positive regulation of response to stimulus,0
GO:0050789,GO:0050793,regulation of biological process,regulation of developmental process,1
GO:0050789,GO:0050794,regulation of biological process,regulation of cellular process,1
GO:0050789,GO:0051128,regulation of biological process,regulation of cellular component organization,0
GO:0050789,GO:0051171,regulation of biological process,regulation of nitrogen compound metabolic process,0
GO:0050789,GO:0051173,regulation of biological process,positive regulation of nitrogen compound metabolic process,0
GO:0050789,GO:0051239,regulation of biological process,regulation of multicellular organismal process,1
GO:0050789,GO:0051246,regulation of biological process,regulation of protein metabolic process,0
GO:0050789,GO:0051252,regulation of biological process,regulation of RNA metabolic process,0
GO:0050789,GO:0051254,regulation of biological process,positive regulation of RNA metabolic process,0
GO:0050789,GO:0060255,regulation of biological process,regulation of macromolecule metabolic process,0
GO:0050789,GO:0080090,regulation of biological process,regulation of primary metabolic process,0
GO:0050789,GO:1903506,regulation of biological process,regulation of nucleic acid-templated transcription,0
GO:0050789,GO:2000112,regulation of biological process,regulation of cellular macromolecule biosynthetic process,0
GO:0050789,GO:2001141,regulation of biological process,regulation of RNA biosynthetic process,0
GO:0050794,GO:0006355,regulation of cellular process,"regulation of transcription, DNA-templated",0
GO:0050794,GO:0007165,regulation of cellular process,signal transduction,1
GO:0050794,GO:0009966,regulation of cellular process,regulation of signal transduction,0
GO:0050794,GO:0010646,regulation of cellular process,regulation of cell communication,1
GO:0050794,GO:0019219,regulation of cellular process,regulation of nucleobase-containing compound metabolic process,0
GO:0050794,GO:0031323,regulation of cellular process,regulation of cellular metabolic process,1
GO:0050794,GO:0031324,regulation of cellular process,negative regulation of cellular metabolic process,0
GO:0050794,GO:0031325,regulation of cellular process,positive regulation of cellular metabolic process,0
GO:0050794,GO:0031326,regulation of cellular process,regulation of cellular biosynthetic process,0
GO:0050794,GO:0031328,regulation of cellular process,positive regulation of cellular biosynthetic process,0
GO:0050794,GO:0031399,regulation of cellular process,regulation of protein modification process,0
GO:0050794,GO:0032268,regulation of cellular process,regulation of cellular protein metabolic process,0
GO:0050794,GO:0045935,regulation of cellular process,positive regulation of nucleobase-containing compound metabolic process,0
GO:0050794,GO:0048522,regulation of cellular process,positive regulation of cellular process,1
GO:0050794,GO:0048523,regulation of cellular process,negative regulation of cellular process,1
GO:0050794,GO:0051128,regulation of cellular process,regulation of cellular component organization,1
GO:0050794,GO:0051252,regulation of cellular process,regulation of RNA metabolic process,0
GO:0050794,GO:0051254,regulation of cellular process,positive regulation of RNA metabolic process,0
GO:0050794,GO:1903506,regulation of cellular process,regulation of nucleic acid-templated transcription,0
GO:0050794,GO:2000112,regulation of cellular process,regulation of cellular macromolecule biosynthetic process,0
GO:0050794,GO:2001141,regulation of cellular process,regulation of RNA biosynthetic process,0
GO:0050896,GO:0006950,response to stimulus,response to stress,1
GO:0050896,GO:0042221,response to stimulus,response to chemical,1
GO:0050896,GO:0051716,response to stimulus,cellular response to stimulus,1
GO:0051171,GO:0006355,regulation of nitrogen compound metabolic process,"regulation of transcription, DNA-templated",0
GO:0051171,GO:0019219,regulation of nitrogen compound metabolic process,regulation of nucleobase-containing compound metabolic process,1
GO:0051171,GO:0045935,regulation of nitrogen compound metabolic process,positive regulation of nucleobase-containing compound metabolic process,0
GO:0051171,GO:0051173,regulation of nitrogen compound metabolic process,positive regulation of nitrogen compound metabolic process,1
GO:0051171,GO:0051252,regulation of nitrogen compound metabolic process,regulation of RNA metabolic process,0
GO:0051171,GO:0051254,regulation of nitrogen compound metabolic process,positive regulation of RNA metabolic process,0
GO:0051171,GO:1903506,regulation of nitrogen compound metabolic process,regulation of nucleic acid-templated transcription,0
GO:0051171,GO:2001141,regulation of nitrogen compound metabolic process,regulation of RNA biosynthetic process,0
GO:0051173,GO:0045935,positive regulation of nitrogen compound metabolic process,positive regulation of nucleobase-containing compound metabolic process,1
GO:0051173,GO:0051254,positive regulation of nitrogen compound metabolic process,positive regulation of RNA metabolic process,0
GO:0051179,GO:0006810,localization,transport,0
GO:0051179,GO:0044765,localization,single-organism transport,0
GO:0051179,GO:0051234,localization,establishment of localization,1
GO:0051179,GO:1902578,localization,single-organism localization,1
GO:0051234,GO:0006810,establishment of localization,transport,1
GO:0051234,GO:0044765,establishment of localization,single-organism transport,0
GO:0051246,GO:0031399,regulation of protein metabolic process,regulation of protein modification process,0
GO:0051246,GO:0032268,regulation of protein metabolic process,regulation of cellular protein metabolic process,1
GO:0051252,GO:0006355,regulation of RNA metabolic process,"regulation of transcription, DNA-templated",0
GO:0051252,GO:0051254,regulation of RNA metabolic process,positive regulation of RNA metabolic process,1
GO:0051252,GO:1903506,regulation of RNA metabolic process,regulation of nucleic acid-templated transcription,0
GO:0051252,GO:2001141,regulation of RNA metabolic process,regulation of RNA biosynthetic process,1
GO:0060255,GO:0006355,regulation of macromolecule metabolic process,"regulation of transcription, DNA-templated",0
GO:0060255,GO:0010468,regulation of macromolecule metabolic process,regulation of gene expression,1
GO:0060255,GO:0010556,regulation of macromolecule metabolic process,regulation of macromolecule biosynthetic process,1
GO:0060255,GO:0010557,regulation of macromolecule metabolic process,positive regulation of macromolecule biosynthetic process,0
GO:0060255,GO:0010604,regulation of macromolecule metabolic process,positive regulation of macromolecule metabolic process,1
GO:0060255,GO:0010605,regulation of macromolecule metabolic process,negative regulation of macromolecule metabolic process,1
GO:0060255,GO:0010628,regulation of macromolecule metabolic process,positive regulation of gene expression,0
GO:0060255,GO:0031399,regulation of macromolecule metabolic process,regulation of protein modification process,0
GO:0060255,GO:0032268,regulation of macromolecule metabolic process,regulation of cellular protein metabolic process,0
GO:0060255,GO:0051246,regulation of macromolecule metabolic process,regulation of protein metabolic process,1
GO:0060255,GO:0051252,regulation of macromolecule metabolic process,regulation of RNA metabolic process,1
GO:0060255,GO:0051254,regulation of macromolecule metabolic process,positive regulation of RNA metabolic process,0
GO:0060255,GO:1903506,regulation of macromolecule metabolic process,regulation of nucleic acid-templated transcription,0
GO:0060255,GO:2000112,regulation of macromolecule metabolic process,regulation of cellular macromolecule biosynthetic process,0
GO:0060255,GO:2001141,regulation of macromolecule metabolic process,regulation of RNA biosynthetic process,0
GO:0065007,GO:0006355,biological regulation,"regulation of transcription, DNA-templated",0
GO:0065007,GO:0007165,biological regulation,signal transduction,0
GO:0065007,GO:0009889,biological regulation,regulation of biosynthetic process,0
GO:0065007,GO:0009891,biological regulation,positive regulation of biosynthetic process,0
GO:0065007,GO:0009892,biological regulation,negative regulation of metabolic process,0
GO:0065007,GO:0009893,biological regulation,positive regulation of metabolic process,0
GO:0065007,GO:0009966,biological regulation,regulation of signal transduction,0
GO:0065007,GO:0010468,biological regulation,regulation of gene expression,0
GO:0065007,GO:0010556,biological regulation,regulation of macromolecule biosynthetic process,0
GO:0065007,GO:0010557,biological regulation,positive regulation of macromolecule biosynthetic process,0
GO:0065007,GO:0010604,biological regulation,positive regulation of macromolecule metabolic process,0
GO:0065007,GO:0010605,biological regulation,negative regulation of macromolecule metabolic process,0
GO:0065007,GO:0010628,biological regulation,positive regulation of gene expression,0
GO:0065007,GO:0010646,biological regulation,regulation of cell communication,0
GO:0065007,GO:0019219,biological regulation,regulation of nucleobase-containing compound metabolic process,0
GO:0065007,GO:0019222,biological regulation,regulation of metabolic process,0
GO:0065007,GO:0023051,biological regulation,regulation of signaling,0
GO:0065007,GO:0031323,biological regulation,regulation of cellular metabolic process,0
GO:0065007,GO:0031324,biological regulation,negative regulation of cellular metabolic process,0
GO:0065007,GO:0031325,biological regulation,positive regulation of cellular metabolic process,0
GO:0065007,GO:0031326,biological regulation,regulation of cellular biosynthetic process,0
GO:0065007,GO:0031328,biological regulation,positive regulation of cellular biosynthetic process,0
GO:0065007,GO:0031399,biological regulation,regulation of protein modification process,0
GO:0065007,GO:0032268,biological regulation,regulation of cellular protein metabolic process,0
GO:0065007,GO:0032879,biological regulation,regulation of localization,0
GO:0065007,GO:0045935,biological regulation,positive regulation of nucleobase-containing compound metabolic process,0
GO:0065007,GO:0048518,biological regulation,positive regulation of biological process,0
GO:0065007,GO:0048519,biological regulation,negative regulation of biological process,0
GO:0065007,GO:0048522,biological regulation,positive regulation of cellular process,0
GO:0065007,GO:0048523,biological regulation,negative regulation of cellular process,0
GO:0065007,GO:0048583,biological regulation,regulation of response to stimulus,0
GO:0065007,GO:0048584,biological regulation,positive regulation of response to stimulus,0
GO:0065007,GO:0050789,biological regulation,regulation of biological process,1
GO:0065007,GO:0050793,biological regulation,regulation of developmental process,0
GO:0065007,GO:0050794,biological regulation,regulation of cellular process,0
GO:0065007,GO:0051128,biological regulation,regulation of cellular component organization,0
GO:0065007,GO:0051171,biological regulation,regulation of nitrogen compound metabolic process,0
GO:0065007,GO:0051173,biological regulation,positive regulation of nitrogen compound metabolic process,0
GO:0065007,GO:0051239,biological regulation,regulation of multicellular organismal process,0
GO:0065007,GO:0051246,biological regulation,regulation of protein metabolic process,0
GO:0065007,GO:0051252,biological regulation,regulation of RNA metabolic process,0
GO:0065007,GO:0051254,biological regulation,positive regulation of RNA metabolic process,0
GO:0065007,GO:0060255,biological regulation,regulation of macromolecule metabolic process,0
GO:0065007,GO:0065008,biological regulation,regulation of biological quality,1
GO:0065007,GO:0065009,biological regulation,regulation of molecular function,1
GO:0065007,GO:0080090,biological regulation,regulation of primary metabolic process,0
GO:0065007,GO:1903506,biological regulation,regulation of nucleic acid-templated transcription,0
GO:0065007,GO:2000112,biological regulation,regulation of cellular macromolecule biosynthetic process,0
GO:0065007,GO:2001141,biological regulation,regulation of RNA biosynthetic process,0
GO:0071704,GO:0006464,organic substance metabolic process,cellular protein modification process,0
GO:0071704,GO:0019538,organic substance metabolic process,protein metabolic process,0
GO:0071704,GO:0036211,organic substance metabolic process,protein modification process,0
GO:0071704,GO:0043170,organic substance metabolic process,macromolecule metabolic process,1
GO:0071704,GO:0043412,organic substance metabolic process,macromolecule modification,0
GO:0071704,GO:0044260,organic substance metabolic process,cellular macromolecule metabolic process,0
GO:0071704,GO:0044267,organic substance metabolic process,cellular protein metabolic process,0
GO:0071704,GO:1901360,organic substance metabolic process,organic cyclic compound metabolic process,1
GO:0071840,GO:0006996,cellular component organization or biogenesis,organelle organization,0
GO:0071840,GO:0016043,cellular component organization or biogenesis,cellular component organization,1
GO:0071840,GO:0043933,cellular component organization or biogenesis,macromolecular complex subunit organization,0
GO:0071840,GO:1902589,cellular component organization or biogenesis,single-organism organelle organization,0
GO:0080090,GO:0006355,regulation of primary metabolic process,"regulation of transcription, DNA-templated",0
GO:0080090,GO:0019219,regulation of primary metabolic process,regulation of nucleobase-containing compound metabolic process,1
GO:0080090,GO:0031399,regulation of primary metabolic process,regulation of protein modification process,0
GO:0080090,GO:0032268,regulation of primary metabolic process,regulation of cellular protein metabolic process,0
GO:0080090,GO:0045935,regulation of primary metabolic process,positive regulation of nucleobase-containing compound metabolic process,0
GO:0080090,GO:0051246,regulation of primary metabolic process,regulation of protein metabolic process,1
GO:0080090,GO:0051252,regulation of primary metabolic process,regulation of RNA metabolic process,0
GO:0080090,GO:0051254,regulation of primary metabolic process,positive regulation of RNA metabolic process,0
GO:0080090,GO:1903506,regulation of primary metabolic process,regulation of nucleic acid-templated transcription,0
GO:0080090,GO:2001141,regulation of primary metabolic process,regulation of RNA biosynthetic process,0
GO:0097159,GO:0003676,organic cyclic compound binding,nucleic acid binding,1
GO:0097159,GO:0003723,organic cyclic compound binding,RNA binding,0
GO:0097159,GO:0044822,organic cyclic compound binding,poly(A) RNA binding,0
GO:1901363,GO:0003676,heterocyclic compound binding,nucleic acid binding,1
GO:1901363,GO:0003723,heterocyclic compound binding,RNA binding,0
GO:1901363,GO:0044822,heterocyclic compound binding,poly(A) RNA binding,0
GO:1902578,GO:0044765,single-organism localization,single-organism transport,1
GO:1903506,GO:0006355,regulation of nucleic acid-templated transcription,"regulation of transcription, DNA-templated",1
GO:1903561,GO:0070062,extracellular vesicle,extracellular exosome,1
GO:2000112,GO:0006355,regulation of cellular macromolecule biosynthetic process,"regulation of transcription, DNA-templated",1
GO:2001141,GO:0006355,regulation of RNA biosynthetic process,"regulation of transcription, DNA-templated",0
GO:2001141,GO:1903506,regulation of RNA biosynthetic process,regulation of nucleic acid-templated transcription,1
