sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
158	31|54|55|96	31|55	54|96	15|103|113|139|77|127|136|107|126|11|4|0|142|104|121|3|143|88|42|116	0.234943	0.666667	0.956726	0.905062	0.981917	0.976578
159	48|54|55|103	48|55	54|103	126|32|70|35|71|42|22|113|83|95|127|53|11|109|143|31|129|77|96|125	0.254669	0.727273	0.987683	0.964198	0.99438	0.993002
160	15|109|110|125	15|109	110|125	11|45|7|141|31|21|35|143|104|129|1|42|95|121|83|123|103|138|128|132	0.235585	0.5	0.970762	0.921121	0.988554	0.987244
161	47|70|71|110	47|110	70|71	55|49|53|63|116|129|143|83|32|28|96|125|54|45|121|58|139|142|4|33	0.243229	0.571429	0.967859	0.923885	0.988357	0.984977
162	35|47|71|96	35|96	47|71	119|22|81|127|73|88|130|77|136|32|42|123|55|116|21|117|54|125|113|109	0.265586	0.8	0.972642	0.9246	0.98935	0.984215
163	54|55|103|110	54|103	55|110	75|128|132|139|48|35|114|141|143|119|129|126|53|88|81|70|108|58|1|82	0.254338	0.533333	0.981756	0.95082	0.99282	0.992147
164	35|48|54|71	35|54	48|71	83|7|130|63|55|45|114|11|58|15|107|81|88|120|33|132|95|21|143|104	0.274643	0.75	0.957844	0.87921	0.983283	0.97186
165	47|71|109|110	47|110	71|109	40|121|83|107|141|113|114|142|7|104|63|123|3|108|15|70|117|129|28|82	0.28631	0.666667	0.966628	0.9162	0.987069	0.981625
166	31|103|125|126	31|103	125|126	110|129|116|139|109|70|96|117|134|3|12|7|120|35|107|32|143|1|42|28	0.232723	0.727273	0.984778	0.962063	0.993567	0.992924
167	55|70|96|109	55|70	96|109	95|77|79|71|49|75|35|117|119|126|136|110|114|130|15|81|42|22|143|31	0.236136	0.4	0.967106	0.92779	0.986234	0.984822
168	35|55|96|103	35|96	55|103	79|33|22|128|95|45|77|119|88|7|58|75|121|138|53|54|116|142|15|134	0.239553	0.75	0.980718	0.946628	0.99154	0.988771
169	15|48|109|125	15|125	48|109	70|54|32|21|42|81|73|35|28|138|139|103|7|104|55|108|129|123|114|128	0.229085	0.571429	0.990928	0.97765	0.996936	0.996266
170	31|35|47|110	31|35	47|110	7|70|3|107|5|105|109|15|121|1|4|143|73|114|40|49|106|63|123|132	0.25415	0.75	0.970573	0.921904	0.989048	0.982978
171	31|35|70|103	31|70	35|103	28|79|12|22|88|5|33|3|71|49|125|81|142|119|58|48|132|121|108|11	0.250708	0.75	0.935622	0.872965	0.969562	0.955892
172	54|70|71|109	54|71	70|109	40|104|7|15|136|32|4|53|88|73|81|110|139|125|22|31|105|83|82|11	0.263198	0.666667	0.958355	0.921333	0.984565	0.982015
173	96|103|110|125	96|103	110|125	130|55|114|134|126|143|35|104|105|79|32|15|11|1|4|12|75|28|142|82	0.230132	0.6	0.977864	0.939717	0.991909	0.989742
174	35|54|70|103	35|103	54|70	116|125|0|12|15|142|81|110|73|134|128|109|77|63|21|48|127|83|120|96	0.260938	0.75	0.979201	0.947678	0.990602	0.985817
175	15|35|96|109	15|35	96|109	106|130|75|138|21|110|3|5|0|113|141|116|123|12|53|126|55|73|134|103	0.254201	0.666667	0.974905	0.939235	0.990588	0.984511
176	31|55|71|125	31|55	71|125	21|128|123|96|110|40|120|4|95|113|28|108|121|7|70|1|33|22|107|82	0.245519	0.666667	0.98239	0.954183	0.992748	0.988906
177	15|70|71|96	15|71	70|96	143|103|12|105|35|108|22|128|88|42|138|3|83|95|132|116|73|32|139|53	0.238737	0.666667	0.947747	0.883531	0.979337	0.96829
178	31|47|54|126	31|126	47|54	83|104|12|40|142|48|79|0|55|107|129|33|127|106|82|32|7|130|136|128	0.225043	0.615385	0.900655	0.833029	0.954752	0.950015
179	48|71|96|110	48|96	71|110	0|5|107|138|130|113|70|77|136|21|117|11|134|15|106|79|1|143|95|55	0.270131	0.727273	0.981264	0.946024	0.993011	0.992012
180	55|70|103|125	55|125	70|103	119|132|106|121|15|77|142|49|1|96|45|3|126|117|11|95|40|58|81|42	0.248983	0.875	0.985694	0.960388	0.994414	0.992038
181	31|35|48|109	31|109	35|48	104|142|138|40|121|117|119|96|95|106|113|139|136|58|126|53|28|75|47|81	0.259424	0.75	0.991539	0.976068	0.996814	0.995697
182	15|35|47|109	15|47	35|109	108|103|88|3|104|138|143|130|117|125|139|81|28|71|116|54|110|73|53|1	0.249094	0.571429	0.977502	0.936995	0.99115	0.985546
183	55|70|96|125	55|125	70|96	28|73|82|45|88|15|113|121|142|114|35|120|139|136|5|107|116|33|63|126	0.227955	0.666667	0.962391	0.909612	0.985035	0.976895
184	35|47|54|55	35|55	47|54	88|128|129|82|107|70|126|134|141|136|103|125|1|130|49|117|11|73|81|75	0.243389	0.666667	0.975395	0.934528	0.991345	0.986753
185	31|54|110|126	31|110	54|126	120|142|55|127|132|108|129|103|125|104|22|130|113|49|117|63|79|73|28|5	0.244211	0.571429	0.946532	0.875034	0.976972	0.968771
186	48|54|71|109	48|54	71|109	28|108|83|12|31|126|11|143|15|106|88|58|35|138|45|136|120|32|123|0	0.259971	0.615385	0.969174	0.928039	0.987751	0.984639
187	31|54|109|126	31|109	54|126	77|12|121|128|113|4|45|33|40|47|48|42|58|127|116|5|1|79|22|129	0.233263	0.666667	0.967115	0.928412	0.985185	0.981978
188	15|31|48|109	15|109	31|48	12|40|79|123|1|5|136|143|28|119|77|117|113|33|105|7|114|11|54|106	0.273733	0.727273	0.981341	0.948361	0.992278	0.991966
189	31|35|54|103	31|54	35|103	83|125|48|127|128|88|15|107|95|4|110|0|141|108|11|32|5|3|109|73	0.247919	0.5	0.974419	0.938958	0.988687	0.983941
190	47|55|71|109	47|109	55|71	75|28|132|45|134|119|83|104|32|88|110|42|127|117|15|123|105|139|7|96	0.248141	0.8	0.967623	0.919905	0.986939	0.982597
191	48|55|110|125	48|125	55|110	77|22|136|7|75|63|35|47|119|54|88|116|95|82|104|49|128|141|138|42	0.245633	0.875	0.983845	0.955583	0.99332	0.987969
192	48|70|110|126	48|70	110|126	28|106|83|119|22|1|15|96|4|82|31|40|117|58|11|81|116|95|63|7	0.265149	0.666667	0.977006	0.938836	0.99157	0.99054
193	35|48|125|126	35|126	48|125	121|5|73|130|21|75|42|136|55|119|103|127|110|63|141|71|70|58|47|96	0.252746	0.75	0.991331	0.974853	0.996844	0.99512
194	96|103|109|125	96|103	109|125	139|83|79|114|136|119|21|143|95|81|32|127|12|130|138|75|132|88|54|31	0.228639	0.571429	0.985506	0.961448	0.993845	0.992964
195	47|54|96|125	47|54	96|125	120|55|143|128|33|32|105|81|95|4|31|12|35|121|75|70|138|106|136|114	0.214529	0.666667	0.960325	0.909163	0.985299	0.977898
196	15|35|54|70	15|70	35|54	11|63|32|28|7|77|42|108|114|5|75|95|127|106|104|40|21|136|126|1	0.262046	0.666667	0.962336	0.911319	0.984957	0.984809
197	47|48|55|71	47|71	48|55	121|95|88|33|42|129|1|70|77|141|120|83|81|45|107|110|104|132|15|5	0.251784	0.8	0.974274	0.930633	0.990376	0.985582
198	15|48|54|109	15|48	54|109	128|121|82|125|12|45|58|127|53|28|113|1|130|81|96|116|123|110|63|126	0.279394	0.727273	0.979376	0.953266	0.992154	0.988226
199	48|55|70|96	48|96	55|70	4|53|114|125|119|33|15|139|104|1|127|35|5|79|12|136|58|63|54|49	0.254631	0.727273	0.971612	0.926948	0.9883	0.982541
200	70|96|109|110	70|109	96|110	88|120|132|63|125|15|105|4|49|123|104|0|73|53|5|55|119|114|117|103	0.255135	0.666667	0.948998	0.898678	0.978567	0.974041
201	15|35|54|55	15|54	35|55	117|81|113|105|95|138|125|73|143|121|33|75|5|107|139|106|28|70|58|130	0.262171	0.75	0.976238	0.93869	0.990373	0.986667
202	15|96|109|110	15|110	96|109	95|48|33|12|113|21|1|81|11|114|88|141|138|107|54|123|128|77|104|47	0.245242	0.666667	0.986988	0.963893	0.995251	0.993923
203	31|47|103|110	31|103	47|110	79|58|129|95|143|119|12|88|40|70|73|116|77|132|32|75|106|142|48|3	0.238404	0.727273	0.965691	0.913659	0.986068	0.980697
204	35|70|109|125	35|70	109|125	33|31|106|15|132|71|129|113|11|45|55|0|77|114|22|47|75|95|81|49	0.273102	0.875	0.98659	0.966832	0.994547	0.994477
205	15|31|47|110	15|31	47|110	73|107|106|28|42|1|134|105|130|142|0|114|70|35|108|32|71|139|75|127	0.255313	0.8	0.965499	0.912755	0.986945	0.982206
206	15|35|55|96	15|96	35|55	70|142|33|132|88|28|54|45|139|31|120|5|47|81|117|3|0|104|83|109	0.253023	0.75	0.988956	0.973936	0.995149	0.995129
207	47|55|96|103	47|103	55|96	106|22|77|134|58|108|28|42|54|132|110|33|82|120|3|70|129|45|35|53	0.23087	0.8	0.970717	0.92358	0.988167	0.987943
208	54|96|103|125	54|125	96|103	71|136|77|63|104|114|129|11|4|113|31|83|22|28|1|21|7|88|105|75	0.233007	0.666667	0.956597	0.903144	0.983343	0.98224
209	15|35|47|103	15|47	35|103	53|117|142|1|138|73|143|31|4|45|32|108|109|21|75|132|114|28|125|105	0.243316	0.666667	0.966202	0.909214	0.987165	0.979935
210	47|54|109|110	47|109	54|110	73|95|96|132|113|79|106|126|49|120|28|125|12|139|31|142|71|33|40|128	0.239541	0.666667	0.962649	0.911502	0.985208	0.984183
211	47|55|110|126	47|110	55|126	45|40|142|5|123|113|114|106|7|103|129|54|116|70|138|128|104|63|119|75	0.24346	0.615385	0.963839	0.909811	0.985712	0.984705
212	15|31|48|109	15|109	31|48	79|141|103|136|42|32|134|71|70|77|116|55|107|4|75|54|21|5|53|119	0.256985	0.727273	0.991214	0.97331	0.996854	0.996222
213	15|31|54|126	15|54	31|126	142|141|32|139|103|114|22|35|12|104|132|95|77|88|73|129|58|134|49|70	0.233316	0.666667	0.975253	0.930233	0.990435	0.98935
214	35|48|103|125	35|125	48|103	75|55|105|138|121|136|139|81|32|4|119|45|21|11|83|22|70|31|71|47	0.241642	0.75	0.994325	0.985757	0.997931	0.996813
215	47|71|96|109	47|109	71|96	77|21|40|83|138|126|129|120|103|143|79|88|113|81|142|49|12|110|105|63	0.226098	0.666667	0.945008	0.891094	0.978812	0.971641
216	15|31|35|71	15|35	31|71	7|0|81|139|40|136|88|127|125|109|4|103|63|113|95|110|58|5|75|79	0.252288	0.6	0.986295	0.964429	0.994679	0.9935
217	54|55|70|126	54|55	70|126	0|143|113|40|82|95|11|128|103|77|109|12|83|121|141|108|136|125|47|105	0.256652	0.666667	0.976003	0.935941	0.989878	0.989408
218	15|70|96|109	15|70	96|109	125|4|73|1|63|71|12|47|106|126|103|95|83|143|40|45|32|7|5|0	0.241564	0.6	0.984864	0.958705	0.994165	0.993238
219	47|48|70|103	47|48	70|103	40|128|141|132|136|53|123|121|108|32|106|55|139|117|73|31|88|79|15|35	0.244302	0.727273	0.949137	0.884534	0.980417	0.97682
220	15|54|70|71	15|54	70|71	21|120|12|77|139|113|108|3|11|107|138|127|22|143|130|119|73|114|104|136	0.261872	0.666667	0.918787	0.83578	0.964316	0.962445
221	47|48|96|103	47|48	96|103	125|22|105|3|53|11|77|108|129|121|82|113|45|119|130|83|134|141|71|1	0.244999	0.666667	0.921555	0.843975	0.96543	0.965378
222	31|110|125|126	31|126	110|125	42|7|79|121|128|49|108|95|28|11|114|138|12|77|134|73|120|75|22|55	0.233836	0.875	0.942306	0.872743	0.975403	0.96246
223	15|47|71|126	15|126	47|71	136|21|1|5|120|128|105|106|116|88|132|127|55|129|96|134|49|11|82|143	0.237523	0.615385	0.96276	0.904812	0.986154	0.984137
224	15|54|71|110	15|71	54|110	22|5|116|7|117|70|32|40|126|88|0|141|128|139|138|1|3|45|143|130	0.276399	0.666667	0.975551	0.933819	0.990496	0.986557
225	31|55|103|109	31|55	103|109	21|53|4|11|77|81|125|83|129|33|58|28|71|1|32|47|113|42|128|79	0.220639	0.666667	0.981035	0.949843	0.991659	0.991087
226	31|35|71|96	31|71	35|96	82|11|136|103|47|70|58|105|129|114|117|3|4|109|104|55|107|77|130|28	0.247479	0.666667	0.993363	0.980491	0.99761	0.997378
227	54|71|96|103	54|96	71|103	117|21|110|125|128|31|42|12|55|48|109|32|11|47|73|77|3|127|95|130	0.23468	0.666667	0.987999	0.966867	0.994779	0.992637
228	15|31|47|96	15|31	47|96	45|142|130|12|109|35|123|126|11|54|139|75|83|53|33|81|71|22|7|1	0.229106	0.6	0.975669	0.935527	0.991426	0.987322
229	35|47|48|126	35|126	47|48	82|88|129|11|71|138|15|125|134|73|104|0|117|28|113|136|77|119|123|49	0.254869	0.666667	0.942157	0.859053	0.974993	0.970412
230	35|54|71|109	35|54	71|109	79|33|82|70|123|104|121|129|12|28|88|45|119|75|103|106|58|127|32|22	0.277091	0.75	0.979716	0.951269	0.992397	0.992166
231	15|47|54|110	15|54	47|110	141|4|53|96|73|45|95|139|83|49|123|113|116|0|7|128|32|114|79|55	0.241571	0.5	0.950051	0.884935	0.980471	0.974263
232	31|35|47|125	31|125	35|47	116|105|21|104|83|33|108|141|1|82|49|55|109|130|119|121|113|11|134|7	0.24038	0.875	0.968463	0.915916	0.9885	0.984188
233	15|55|70|126	15|55	70|126	114|125|121|4|109|35|22|0|7|3|116|88|96|103|107|32|129|47|113|130	0.25125	0.545455	0.977146	0.944884	0.989262	0.988325
234	15|54|55|126	15|126	54|55	139|0|103|1|83|82|96|120|63|125|88|129|40|22|4|71|49|121|12|105	0.24897	0.615385	0.966707	0.911686	0.985539	0.983776
235	47|54|71|125	47|71	54|125	88|120|63|73|113|82|139|31|138|107|55|28|134|106|40|128|0|126|77|48	0.232546	0.615385	0.966062	0.918639	0.986878	0.982859
236	48|54|109|125	48|54	109|125	110|128|55|11|58|12|121|136|21|117|113|5|81|28|73|83|35|79|49|126	0.281549	0.875	0.963181	0.920375	0.985791	0.982458
237	31|96|103|110	31|110	96|103	32|5|12|54|81|107|33|15|116|1|136|45|7|82|63|139|126|28|125|0	0.241893	0.727273	0.983934	0.957435	0.994152	0.993577
238	48|54|109|126	48|54	109|126	31|35|3|79|121|4|136|12|42|130|113|71|129|77|132|142|119|11|45|123	0.268307	0.727273	0.951681	0.896428	0.979524	0.978003
239	15|47|103|126	15|47	103|126	71|73|117|45|128|134|116|12|70|11|96|81|83|107|63|113|75|0|54|108	0.250055	0.727273	0.974905	0.935092	0.989862	0.98912
240	31|55|110|125	31|110	55|125	12|138|126|143|123|5|33|54|21|47|58|121|128|22|82|0|15|114|106|42	0.227933	0.666667	0.983495	0.956559	0.992947	0.9929
241	35|48|55|110	35|48	55|110	120|63|22|7|47|142|40|141|132|15|4|113|128|75|130|49|82|32|3|116	0.272058	0.75	0.983876	0.953115	0.993157	0.987907
242	47|55|71|103	47|55	71|103	109|117|132|42|45|0|77|119|121|88|73|32|7|106|123|136|31|105|107|11	0.249115	0.8	0.965502	0.914225	0.986468	0.980006
243	70|109|125|126	70|109	125|126	28|33|71|96|127|103|120|81|45|79|107|58|5|110|75|55|48|22|0|117	0.259776	0.666667	0.971825	0.925905	0.988113	0.986338
244	35|47|70|109	35|47	70|109	40|81|127|48|107|53|106|136|130|134|121|32|128|95|142|139|143|117|12|114	0.24306	0.75	0.909452	0.834172	0.95954	0.953942
245	15|48|103|110	15|48	103|110	73|3|109|107|70|7|141|129|130|88|40|82|11|32|117|136|113|104|126|83	0.261188	0.666667	0.98689	0.962482	0.99519	0.994618
246	48|70|96|109	48|96	70|109	83|119|47|142|71|12|104|77|79|88|35|49|58|4|11|143|138|55|95|7	0.239188	0.727273	0.979843	0.952447	0.992419	0.9906
247	15|109|110|126	15|109	110|126	3|45|55|141|136|128|129|88|53|96|143|105|21|1|22|33|49|107|114|130	0.245294	0.5	0.964687	0.912198	0.985827	0.981305
248	15|35|54|126	15|54	35|126	45|55|130|120|107|127|110|79|136|21|47|119|28|142|32|109|113|11|88|104	0.271817	0.75	0.984123	0.955446	0.993103	0.991525
249	71|103|109|126	71|103	109|126	88|58|82|79|31|32|110|113|42|49|47|120|114|123|130|1|75|40|132|55	0.2468	0.666667	0.986326	0.962264	0.994435	0.991463
250	35|54|109|125	35|54	109|125	7|15|110|0|28|116|105|142|136|113|3|128|40|12|127|71|31|141|79|143	0.251849	0.666667	0.962171	0.917578	0.985181	0.982925
251	48|71|109|110	48|109	71|110	1|54|12|95|31|134|103|4|107|127|73|33|21|120|77|136|128|7|42|63	0.264945	0.727273	0.985068	0.956904	0.994533	0.992976
252	31|54|55|103	31|54	55|103	3|114|95|108|127|83|109|1|81|63|142|49|33|125|22|7|110|4|113|48	0.231269	0.533333	0.962721	0.914199	0.984251	0.981418
253	15|31|71|109	15|71	31|109	3|70|0|83|127|11|53|47|106|129|143|141|21|139|81|88|105|40|82|107	0.265154	0.666667	0.989496	0.969724	0.995883	0.99456
254	31|96|103|109	31|96	103|109	5|1|119|28|82|88|117|21|95|12|32|53|107|35|48|142|42|58|3|130	0.236345	0.666667	0.919098	0.86073	0.961205	0.958238
255	15|31|96|110	15|31	96|110	12|35|128|71|130|82|136|117|70|33|45|116|113|134|103|127|132|1|83|73	0.241155	0.6	0.978212	0.939162	0.991732	0.989071
256	35|48|54|96	35|96	48|54	12|123|79|126|21|81|127|15|7|138|121|88|139|104|5|42|28|11|55|132	0.258337	0.75	0.962488	0.915525	0.984544	0.982136
257	54|55|70|110	54|55	70|110	71|139|96|134|114|48|28|47|79|7|128|32|119|109|143|142|117|108|58|4	0.25034	0.5	0.976271	0.943985	0.988635	0.987959
258	70|96|109|126	70|96	109|126	132|121|3|54|32|104|108|11|116|4|49|113|40|5|106|35|117|128|73|63	0.253196	0.666667	0.972015	0.926969	0.988729	0.988575
259	54|71|96|103	54|96	71|103	32|45|35|143|47|31|105|107|134|83|70|113|109|120|142|130|81|40|77|129	0.253986	0.666667	0.990116	0.972865	0.995525	0.994519
260	31|48|109|126	31|48	109|126	79|11|83|132|1|32|117|33|40|55|129|81|103|7|141|95|139|110|22|121	0.262153	0.727273	0.956974	0.89666	0.981831	0.975276
261	35|47|48|103	35|47	48|103	31|114|55|21|4|33|82|119|71|77|117|49|109|54|95|75|42|45|32|88	0.264813	0.8	0.980096	0.94335	0.992466	0.988676
262	15|31|35|71	15|71	31|35	114|73|58|77|143|109|48|32|33|96|28|117|63|110|55|139|126|79|1|88	0.246645	0.571429	0.992904	0.980513	0.997481	0.997154
263	15|35|55|125	15|125	35|55	106|12|48|83|114|49|11|127|129|45|134|79|138|113|53|116|40|7|95|0	0.247698	0.875	0.977674	0.936483	0.989915	0.987809
264	54|70|71|103	54|103	70|71	4|48|42|31|110|58|82|104|22|120|143|125|45|5|0|15|141|81|139|47	0.250859	0.5	0.984874	0.960948	0.994013	0.993958
265	35|70|103|125	35|125	70|103	40|141|106|113|53|142|96|105|123|73|3|79|0|22|33|31|28|71|116|75	0.246042	0.727273	0.981182	0.948478	0.99198	0.987412
266	48|54|110|126	48|110	54|126	96|128|47|121|106|116|5|132|104|4|139|7|12|58|73|45|1|55|117|35	0.253329	0.666667	0.978135	0.942634	0.991323	0.988759
267	15|71|96|126	15|126	71|96	123|136|33|0|106|117|28|105|132|12|130|47|75|119|95|134|21|4|143|120	0.257577	0.666667	0.974653	0.930986	0.989665	0.986688
268	31|35|109|125	31|35	109|125	142|73|110|136|121|117|108|21|141|143|15|128|45|58|79|28|126|138|71|1	0.256143	0.75	0.977085	0.937557	0.990642	0.988239
269	48|71|103|126	48|126	71|103	143|128|15|0|121|49|113|81|54|116|79|83|22|82|55|31|96|45|104|12	0.252405	0.727273	0.984867	0.959159	0.993716	0.990593
270	35|54|70|126	35|126	54|70	73|21|107|53|116|79|4|119|106|83|113|55|31|81|42|58|123|45|47|49	0.25602	0.666667	0.978268	0.945829	0.990842	0.988647
271	31|35|103|110	31|35	103|110	77|134|136|12|40|32|121|107|58|104|123|95|105|141|22|117|83|88|120|55	0.256959	0.75	0.950867	0.885524	0.978436	0.978297
272	15|31|47|71	15|31	47|71	142|143|7|132|109|3|83|75|138|70|88|108|120|33|136|35|104|55|107|105	0.246684	0.545455	0.971679	0.923347	0.989286	0.984125
273	54|55|70|125	54|55	70|125	128|142|126|119|0|110|108|63|7|139|104|22|106|81|45|12|132|48|117|96	0.252025	0.666667	0.980906	0.953188	0.992074	0.990547
274	35|48|54|103	35|103	48|54	7|129|119|95|79|21|110|75|31|0|132|116|109|12|55|70|22|83|58|120	0.283138	0.75	0.987768	0.96411	0.995321	0.993133
275	48|70|110|125	48|70	110|125	75|31|81|95|42|121|106|11|71|96|3|33|1|126|58|12|54|4|136|142	0.251324	0.666667	0.985064	0.961397	0.994925	0.994544
276	54|55|103|125	54|125	55|103	116|110|121|132|71|45|139|129|32|42|142|138|63|83|40|3|11|123|49|35	0.245629	0.875	0.942394	0.86415	0.973043	0.970221
277	31|35|54|55	31|35	54|55	53|28|4|110|21|105|47|143|134|139|104|130|142|88|132|103|114|58|126|71	0.232015	0.666667	0.981108	0.946744	0.991636	0.986498
278	15|31|96|110	15|31	96|110	103|126|116|48|82|35|22|139|134|88|123|119|95|132|104|1|45|7|3|114	0.239223	0.6	0.966591	0.912847	0.986883	0.983822
279	15|35|96|109	15|109	35|96	129|138|83|103|136|3|128|134|107|40|21|143|141|31|73|104|132|88|77|71	0.242161	0.666667	0.963261	0.910897	0.985685	0.983246
280	31|47|48|126	31|48	47|126	106|11|88|138|54|12|128|105|70|45|129|110|127|103|117|21|134|109|28|139	0.237669	0.727273	0.971944	0.930789	0.989709	0.984185
281	48|55|96|126	48|55	96|126	142|4|88|110|114|139|70|31|128|143|108|125|47|138|109|95|40|63|79|53	0.231892	0.727273	0.984078	0.953759	0.993206	0.992676
282	35|70|109|126	35|70	109|126	106|138|77|48|49|129|4|83|123|117|103|95|125|15|55|53|139|58|21|0	0.265978	0.666667	0.953195	0.893226	0.979386	0.976626
283	31|54|103|126	31|126	54|103	120|110|123|128|15|45|48|5|33|42|96|95|22|11|117|12|125|143|77|70	0.222822	0.666667	0.978453	0.945976	0.990567	0.98922
284	55|71|109|110	55|109	71|110	79|47|129|82|28|32|136|108|142|49|75|12|127|54|45|121|21|113|42|40	0.275367	0.666667	0.978155	0.948157	0.990554	0.989723
285	70|109|110|125	70|110	109|125	129|141|0|82|42|96|58|49|130|95|3|73|22|123|33|126|107|11|71|104	0.267617	0.875	0.977693	0.940766	0.991872	0.988719
286	35|55|70|126	35|55	70|126	1|106|141|71|128|15|31|81|110|117|136|82|7|32|119|130|123|12|49|48	0.246933	0.615385	0.973988	0.932268	0.989578	0.982749
287	48|96|103|110	48|103	96|110	114|142|82|75|11|35|130|40|63|77|108|83|33|109|116|136|47|71|73|128	0.253258	0.727273	0.987564	0.964837	0.995378	0.994236
288	96|109|110|126	96|126	109|110	31|47|5|12|4|77|116|79|55|81|104|28|45|134|129|138|127|117|123|58	0.237208	0.666667	0.977121	0.942456	0.990992	0.989723
289	15|31|48|109	15|109	31|48	83|3|125|33|75|21|113|132|79|114|104|123|4|130|71|81|45|77|106|108	0.265439	0.727273	0.952446	0.885698	0.980153	0.977396
290	47|54|55|110	47|110	54|55	21|121|83|71|22|75|143|32|117|119|132|28|35|79|11|125|142|141|134|113	0.250955	0.666667	0.909129	0.812228	0.959906	0.959518
291	48|54|70|125	48|125	54|70	1|142|21|120|96|22|0|82|35|88|129|55|128|141|138|113|119|105|116|58	0.250105	0.615385	0.972637	0.935358	0.990132	0.98505
292	47|48|55|109	47|109	48|55	35|28|54|119|81|136|108|63|123|143|114|75|106|130|31|82|96|128|45|83	0.241927	0.666667	0.975918	0.934293	0.990849	0.988218
293	47|103|110|125	47|103	110|125	120|114|45|142|42|139|15|12|54|77|40|119|126|83|0|48|75|109|138|1	0.243016	0.8	0.974991	0.932422	0.990209	0.987447
294	47|54|71|96	47|54	71|96	134|132|28|138|73|5|82|58|103|108|109|22|63|35|128|49|88|4|31|130	0.243515	0.666667	0.965489	0.9115	0.987397	0.982193
295	48|70|125|126	48|126	70|125	5|96|142|119|114|77|11|1|73|0|54|15|55|88|109|105|136|12|75|33	0.229429	0.666667	0.979261	0.946499	0.992043	0.989547
296	35|103|125|126	35|126	103|125	129|40|77|141|47|28|109|63|96|0|45|114|75|49|117|33|32|127|123|15	0.240901	0.875	0.989127	0.970624	0.995309	0.993646
297	54|103|110|125	54|103	110|125	120|119|71|32|132|105|45|114|123|141|104|130|73|35|113|128|40|126|117|53	0.249127	0.533333	0.965574	0.905443	0.985648	0.979438
298	48|55|70|71	48|70	55|71	75|123|1|95|15|110|126|49|53|79|121|96|7|128|31|142|138|116|81|83	0.246947	0.727273	0.986505	0.962573	0.994711	0.993068
299	15|48|103|110	15|110	48|103	123|130|142|1|104|42|0|134|132|49|35|95|79|40|108|139|116|143|11|45	0.265839	0.727273	0.960099	0.892467	0.98331	0.982341
300	55|103|125|126	55|126	103|125	79|70|119|1|136|143|15|106|49|105|71|54|141|116|33|12|134|109|108|132	0.243674	0.875	0.981149	0.948325	0.991675	0.987778
301	71|103|110|125	71|103	110|125	88|40|130|47|35|128|138|121|49|106|134|114|82|63|11|141|79|54|15|12	0.256168	0.875	0.989687	0.969641	0.995815	0.995538
302	48|96|109|110	48|96	109|110	139|33|35|104|15|81|116|119|127|132|73|55|63|107|83|79|121|136|82|95	0.267711	0.727273	0.944519	0.878401	0.977006	0.975546
303	31|35|71|103	31|35	71|103	48|3|117|143|22|138|40|79|32|109|7|83|28|139|129|54|141|128|126|110	0.26469	0.666667	0.99092	0.972846	0.996653	0.995978
304	47|70|103|110	47|110	70|103	11|63|3|114|83|105|119|40|35|45|116|0|73|22|130|113|71|33|28|134	0.260215	0.727273	0.907383	0.825746	0.958549	0.957965
305	35|48|54|96	35|54	48|96	7|121|32|110|12|139|45|134|21|0|53|58|130|5|28|123|117|143|49|33	0.27623	0.75	0.932092	0.853025	0.97032	0.96774
306	31|55|103|110	31|110	55|103	83|116|47|75|105|28|53|143|12|79|7|58|77|121|4|109|108|120|88|134	0.238836	0.727273	0.976943	0.940693	0.989384	0.988199
307	103|109|110|126	103|126	109|110	49|70|55|127|125|141|95|81|138|117|21|63|105|128|106|142|40|104|58|139	0.251474	0.666667	0.971232	0.924661	0.98711	0.9837
308	15|54|71|109	15|54	71|109	130|21|108|119|58|49|106|77|0|125|141|42|142|63|47|35|40|95|79|70	0.263943	0.666667	0.983335	0.958692	0.993201	0.991342
309	55|70|71|109	55|70	71|109	117|31|88|110|128|114|11|73|48|119|63|81|49|33|126|77|121|106|127|103	0.247152	0.666667	0.973847	0.938041	0.989778	0.988581
310	47|54|70|71	47|70	54|71	21|126|127|139|128|49|75|79|104|33|105|5|32|82|119|77|132|121|63|106	0.246117	0.666667	0.935683	0.870428	0.974505	0.968178
311	47|70|109|126	47|70	109|126	108|128|31|110|123|130|35|104|75|132|55|81|139|0|54|121|45|22|5|113	0.259914	0.666667	0.968708	0.921538	0.98768	0.984981
312	15|48|96|109	15|109	48|96	142|141|73|132|22|114|81|138|129|58|123|126|143|40|11|32|127|63|134|79	0.249532	0.727273	0.962664	0.911959	0.985664	0.985146
313	71|96|110|125	71|96	110|125	45|22|104|81|48|107|3|32|11|47|143|134|15|82|117|103|95|139|40|83	0.232006	0.615385	0.989741	0.968976	0.996169	0.995622
314	47|48|55|110	47|110	48|55	125|104|95|42|132|106|139|120|4|7|21|143|109|108|83|119|105|134|70|79	0.243934	0.8	0.962763	0.911152	0.984724	0.980632
315	47|71|110|125	47|71	110|125	45|81|31|95|55|11|136|104|73|53|107|106|126|88|103|32|15|3|0|116	0.228254	0.5	0.966518	0.913877	0.987469	0.981785
316	70|103|125|126	70|125	103|126	73|12|31|113|108|15|121|35|81|110|75|136|142|71|88|7|47|45|77|139	0.219972	0.615385	0.98297	0.956839	0.993077	0.99154
