universe,null,metric,N,mean,sd,se_mean,q_0,q_0.0001,q_0.001,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99,q_0.999,q_0.9999,q_1
leaf107,matched_stratified,role_absdiff_wup,1000000,0.01598448237235844,0.011487891806893424,1.1487891806893424e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00940711796283722,0.015572413802146912,0.024687960743904114,0.02870669960975647,0.036543458700180054,0.0532243549823761,0.057519830167293874,0.05993644929379248,0.0621444433927536
leaf107,matched_stratified,role_mean_f1,1000000,0.9902569692440033,0.0050427000320231365,5.042700032023137e-06,0.9432516098022461,0.9514212588250637,0.9575872402191162,0.9732216519117355,0.981020388007164,0.9840590834617615,0.9879773855209351,0.9912879168987274,0.9937647581100464,0.9953740835189819,0.9960916042327881,0.9970636373758316,0.997769117474556,0.9981961250424385,0.9987047910690308
leaf107,matched_stratified,role_min_f1,1000000,0.9878109985461235,0.006145103089279335,6.145103089279335e-06,0.9346710443496704,0.9433028057575226,0.9508705735206604,0.9671635031700134,0.9768868684768677,0.9803899526596069,0.9847550988197327,0.9887696504592896,0.9923050403594971,0.9943787455558777,0.9952916502952576,0.996594191789627,0.9974855185747147,0.9979630114972593,0.9985249638557434
leaf107,matched_stratified,role_max_f1,1000000,0.9927029398915171,0.004573943726631488,4.5739437266314884e-06,0.9460006952285767,0.9545494893789291,0.9613938837647438,0.9771747553348541,0.9839755237102509,0.9868207991123199,0.9909045100212097,0.9938490986824036,0.9958693385124207,0.9970366954803467,0.9975309371948242,0.9981613755226135,0.9985988141894341,0.9988631010651589,0.9990992546081543
leaf107,matched_stratified,role_mean_row_overlap,1000000,0.9759161100430489,0.01200944375764774,1.2009443757647739e-05,0.8772748708724976,0.8929861712098122,0.9056222779750824,0.9361217820644379,0.9537840992212295,0.9607172012329102,0.9698731899261475,0.978417158126831,0.9846438467502594,0.9883366823196411,0.9900130033493042,0.9923666733503341,0.9942495833039284,0.9952361584782601,0.9960644245147705
leaf107,matched_stratified,role_min_row_overlap,1000000,0.9699609582224489,0.014976411005848992,1.4976411005848992e-05,0.8589149713516235,0.8756538555145263,0.8904109330773353,0.9213869571685791,0.9431797504425049,0.9510638117790222,0.9612111449241638,0.9731723666191101,0.9813798666000366,0.9860293865203857,0.9880439043045044,0.9910866618156433,0.9934813380241394,0.9948155311644095,0.9960511326789856
leaf107,matched_stratified,role_max_row_overlap,1000000,0.981871261790812,0.010602724738165117,1.0602724738165117e-05,0.88361656665802,0.9006091952323914,0.9143669404387474,0.9459775686264038,0.9615107774734497,0.96813343167305,0.9773896932601929,0.98444664478302,0.9892857074737549,0.9921945929527283,0.9935281276702881,0.9952932000160217,0.9964699149131775,0.9970381259918213,0.997778594493866
leaf107,matched_stratified,train_nodes,1000000,41749.040073,561.6660585988049,0.5616660585988048,39552.0,39929.9999,40173.0,40503.0,40835.0,41024.0,41356.0,41742.0,42136.0,42484.0,42685.0,43046.0,43410.0,43671.00010000006,44139.0
leaf107,matched_stratified,train_edges,1000000,567141.931761,10503.8909665194,10.5038909665194,522493.0,531343.996,536338.996,543081.99,549764.0,553497.0,559921.0,567171.0,574409.0,580727.0,584386.0,590888.0,597454.0,602252.0021000013,611212.0
leaf107,matched_stratified,held_nodes,1000000,11352.695331,539.5840639777666,0.5395840639777666,10013.0,10013.0,10013.0,10187.0,10486.0,10659.0,10958.0,11341.0,11721.0,12080.0,12263.0,12598.0,12929.0,12944.0,12944.0
leaf107,matched_stratified,held_edges,1000000,174607.086653,9931.470486656863,9.931470486656863,147767.0,147767.0,149708.0,152668.0,158363.0,161701.0,167600.0,174436.0,181484.0,187548.0,191052.0,197887.0,202832.0,204188.0,204188.0
leaf107,matched_stratified,train_branches,1000000,10.354292,1.4071116368999153,0.0014071116368999154,3.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,12.0,13.0,13.0,14.0,14.0,14.0
leaf107,matched_stratified,held_branches,1000000,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,matched_stratified,train_internal,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,matched_stratified,held_internal,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,matched_stratified,related_pairs,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
