sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
158	35|47|54|71	35|54	47|71	32|83|116|28|142|106|45|12|107|139|73|88|81|129|11|3|70|55|96|110	0.243952	0.333333	0.975899	0.935743	0.990945	0.988781
159	54|70|71|110	54|70	71|110	105|95|28|83|113|77|45|12|88|139|104|22|79|42|11|81|103|47|126|96	0.236872	0.333333	0.985447	0.960843	0.994109	0.992612
160	15|47|70|109	15|47	70|109	116|83|138|114|130|106|134|45|121|49|107|22|33|127|117|3|55|110|31|126	0.240291	0.333333	0.956607	0.907708	0.982261	0.981569
161	35|54|96|126	35|96	54|126	28|32|128|0|113|45|142|12|107|119|75|73|3|71|81|11|31|55|15|110	0.238178	0.333333	0.955393	0.901739	0.98191	0.976662
162	31|70|109|125	31|70	109|125	83|53|116|123|136|142|45|5|63|108|73|7|3|42|71|11|47|54|126|96	0.228307	0.333333	0.993147	0.979778	0.997356	0.996013
163	35|47|70|96	35|47	70|96	0|28|53|128|4|130|136|5|7|73|108|88|82|81|11|3|15|109|54|103	0.241584	0.333333	0.97041	0.923097	0.989204	0.985523
164	15|55|70|71	15|55	70|71	1|0|138|83|113|106|143|136|139|107|49|104|35|33|117|79|31|109|110|125	0.242455	0.333333	0.956454	0.910965	0.980658	0.977343
165	15|35|47|55	15|47	35|55	83|114|123|40|141|106|113|4|119|139|104|107|3|82|71|129|110|54|96|103	0.236491	0.333333	0.969667	0.926431	0.987424	0.985145
166	47|54|71|126	47|54	71|126	40|1|32|123|113|141|12|45|108|119|132|22|79|3|11|127|70|109|110|48	0.246763	0.333333	0.962883	0.908901	0.985153	0.983826
167	31|47|109|126	31|47	109|126	32|128|0|28|141|142|5|45|73|75|63|121|120|127|71|79|96|55|15|125	0.217675	0.333333	0.948726	0.884697	0.979467	0.976877
168	15|35|70|96	15|35	70|96	114|116|0|128|143|141|142|136|88|73|75|107|11|82|3|71|126|47|109|54	0.249001	0.333333	0.990313	0.973595	0.996524	0.995875
169	35|55|96|103	35|103	55|96	32|53|128|28|142|113|4|143|107|63|132|119|3|42|71|82|54|15|47|109	0.227278	0.285714	0.987453	0.963558	0.993966	0.991933
170	31|55|96|125	31|55	96|125	116|128|83|32|141|45|142|113|75|7|132|63|71|42|82|3|126|70|110|103	0.203357	0.25	0.982991	0.952381	0.993154	0.991916
171	48|54|70|126	48|54	70|126	28|128|40|32|143|113|142|12|107|7|73|108|129|82|81|71|47|55|109|110	0.240135	0.333333	0.980769	0.948211	0.99291	0.990774
172	15|48|54|109	15|48	54|109	32|128|116|105|136|106|141|134|75|119|73|63|3|81|129|42|96|70|126|55	0.250062	0.333333	0.98593	0.963682	0.994673	0.992567
173	31|47|54|71	31|54	47|71	116|105|0|32|45|142|141|136|121|132|49|75|11|79|129|35|15|48|103|70	0.243615	0.333333	0.969097	0.920064	0.988196	0.984673
174	48|70|109|110	48|70	109|110	95|0|138|105|143|134|106|45|7|73|119|104|3|71|42|81|96|54|126|55	0.246264	0.333333	0.983871	0.955377	0.993682	0.993341
175	54|55|109|126	54|55	109|126	123|40|53|128|77|58|142|45|7|22|49|63|120|71|79|35|31|96|48|47	0.219225	0.333333	0.977556	0.941113	0.989802	0.98711
176	31|54|109|110	31|54	109|110	32|123|138|95|45|58|136|106|107|139|88|108|79|42|120|21|103|125|55|48	0.238776	0.333333	0.947584	0.889387	0.976903	0.972581
177	54|70|96|126	54|96	70|126	0|28|40|53|130|113|77|143|7|63|119|121|82|79|127|81|31|55|125|15	0.235058	0.333333	0.946218	0.885998	0.978672	0.978547
178	35|54|55|71	35|54	55|71	32|1|123|53|134|143|45|113|139|75|107|63|3|82|129|42|103|31|96|126	0.245729	0.333333	0.976148	0.939258	0.989566	0.985271
179	47|48|70|110	47|70	48|110	28|95|116|40|130|45|4|12|88|73|119|107|129|11|81|3|55|31|54|96	0.241155	0.333333	0.965929	0.920437	0.987279	0.985587
180	15|47|54|103	15|47	54|103	53|128|1|40|130|141|113|12|49|107|132|108|127|120|33|129|125|96|109|55	0.229081	0.333333	0.964717	0.910578	0.986043	0.982863
181	15|54|55|103	15|55	54|103	40|53|32|128|141|143|130|136|119|63|132|75|129|42|120|3|125|31|110|96	0.239013	0.333333	0.96957	0.925098	0.986504	0.983223
182	31|55|109|110	31|109	55|110	105|32|1|0|45|4|136|77|22|75|132|139|21|79|42|3|125|103|70|54	0.236213	0.333333	0.975981	0.933053	0.989934	0.983193
183	15|47|110|125	15|47	110|125	138|0|123|114|134|5|113|136|119|73|88|139|11|129|82|3|96|126|103|70	0.223877	0.333333	0.973956	0.934312	0.990942	0.988769
184	47|48|71|110	47|71	48|110	28|116|123|95|4|5|12|136|132|75|108|73|129|81|3|11|96|109|54|15	0.248534	0.333333	0.970511	0.927307	0.989139	0.987462
185	48|71|109|126	48|71	109|126	123|40|53|32|141|106|136|5|73|119|63|75|129|11|81|3|15|55|110|31	0.24338	0.333333	0.968392	0.916858	0.987547	0.981239
186	31|103|109|110	31|109	103|110	32|28|123|128|77|12|130|106|7|121|132|107|42|35|11|3|125|15|70|48	0.239198	0.333333	0.97685	0.937865	0.990226	0.989349
187	47|54|125|126	47|126	54|125	28|0|123|40|45|141|106|113|108|132|7|119|11|129|82|81|31|96|55|109	0.220736	0.333333	0.967114	0.91793	0.987862	0.981275
188	35|47|70|71	35|70	47|71	32|114|1|95|4|45|134|143|119|75|63|73|3|11|129|81|109|54|103|126	0.241849	0.333333	0.975648	0.936221	0.991638	0.988711
189	54|71|96|125	54|96	71|125	114|40|32|138|106|141|142|136|132|63|88|108|42|81|11|3|70|103|109|31	0.228115	0.333333	0.985274	0.96181	0.994628	0.992356
190	48|96|103|109	48|96	103|109	53|28|40|128|4|130|45|143|132|107|73|63|3|71|11|42|70|110|47|55	0.228658	0.333333	0.985979	0.96389	0.994357	0.994087
191	15|31|48|110	15|31	48|110	83|114|95|138|45|106|136|5|132|139|108|7|3|11|42|81|54|55|103|109	0.2354	0.333333	0.983734	0.954427	0.993726	0.992523
192	31|48|70|96	31|48	70|96	128|32|138|105|130|142|141|5|108|73|139|107|42|81|11|71|15|103|47|110	0.223847	0.333333	0.980218	0.94864	0.992819	0.991799
193	15|96|103|110	15|96	103|110	0|128|32|40|45|77|12|58|75|88|22|7|3|71|120|35|125|70|48|55	0.226096	0.333333	0.979642	0.944938	0.991292	0.989681
194	54|55|71|125	54|55	71|125	0|138|1|105|142|113|45|136|132|119|63|104|82|42|129|3|110|47|126|103	0.233168	0.333333	0.980454	0.949039	0.991757	0.98717
195	54|55|71|103	54|55	71|103	1|40|32|53|136|45|113|106|63|107|119|121|127|79|82|120|96|70|15|125	0.24453	0.333333	0.979308	0.945863	0.990862	0.987457
196	31|35|47|70	31|35	47|70	83|1|128|28|142|113|106|5|7|63|108|88|129|81|11|3|110|55|54|103	0.234142	0.333333	0.971749	0.927854	0.989248	0.9847
197	15|71|110|126	15|71	110|126	123|0|32|40|143|136|106|113|119|49|132|88|120|117|35|79|54|70|109|125	0.25955	0.333333	0.967281	0.916424	0.9864	0.982119
198	55|109|110|125	55|109	110|125	28|105|138|128|136|143|130|134|139|132|75|7|42|3|129|71|126|31|96|54	0.223205	0.333333	0.980227	0.946322	0.990905	0.990173
199	47|70|110|125	47|70	110|125	32|28|138|114|12|106|45|130|108|119|7|107|71|3|81|82|103|96|126|31	0.230258	0.333333	0.969134	0.926555	0.988278	0.98411
200	31|96|103|109	31|96	103|109	128|28|53|32|58|141|130|45|88|108|121|49|3|11|71|35|48|47|55|15	0.221528	0.333333	0.979012	0.950365	0.991575	0.990836
201	31|47|54|71	31|54	47|71	123|83|105|138|77|45|106|134|88|108|49|139|82|35|81|3|15|70|110|126	0.233297	0.333333	0.977349	0.939915	0.991926	0.989743
202	15|48|55|126	15|126	48|55	40|123|53|0|106|141|142|5|63|7|119|107|71|3|42|129|54|31|47|70	0.232449	0.333333	0.98549	0.961278	0.99363	0.993479
203	55|71|96|109	55|71	96|109	116|53|0|114|106|141|4|77|63|75|107|104|3|117|33|35|110|54|70|125	0.238847	0.333333	0.978079	0.944698	0.990641	0.986141
204	15|54|96|110	15|54	96|110	128|114|40|95|143|77|45|58|7|121|108|132|79|120|71|127|126|31|47|70	0.238608	0.333333	0.982221	0.952237	0.992794	0.992768
205	15|35|55|110	15|35	55|110	138|114|40|128|4|130|113|136|132|107|75|139|129|71|42|3|31|126|47|103	0.243555	0.333333	0.978468	0.948128	0.990152	0.984939
206	15|35|54|110	15|35	54|110	1|32|114|105|45|130|134|143|104|108|75|7|129|11|82|71|126|31|70|103	0.257064	0.333333	0.981828	0.950305	0.993536	0.991194
207	15|109|110|125	15|109	110|125	0|95|128|1|136|106|134|5|104|132|75|107|3|42|11|81|70|55|103|54	0.244055	0.333333	0.988942	0.968217	0.995845	0.994158
208	47|48|96|103	47|48	96|103	53|28|128|32|136|142|12|5|75|63|7|88|82|81|11|3|110|54|70|109	0.21141	0.25	0.974413	0.932674	0.990526	0.986445
209	31|71|109|125	31|71	109|125	105|83|114|116|106|134|4|142|108|139|73|104|129|3|42|11|15|126|110|103	0.214507	0.333333	0.978121	0.94144	0.991076	0.989216
210	15|96|109|110	15|96	109|110	95|114|32|0|134|136|77|130|121|49|75|132|35|3|71|79|47|31|103|48	0.24813	0.333333	0.978823	0.944147	0.991583	0.991519
211	70|96|103|110	70|96	103|110	0|32|28|128|113|130|45|106|75|7|121|73|35|117|3|81|31|15|48|47	0.244577	0.333333	0.981543	0.95155	0.99248	0.99118
212	54|109|110|126	54|109	110|126	28|40|123|1|58|77|136|143|49|132|88|7|11|81|21|33|70|125|31|15	0.233249	0.333333	0.967623	0.918122	0.987199	0.987072
213	31|48|70|96	31|48	70|96	32|128|116|28|12|134|136|106|108|88|104|63|81|11|71|3|110|15|54|47	0.228441	0.333333	0.987125	0.965575	0.995289	0.99518
214	15|54|71|110	15|54	71|110	1|83|114|40|12|134|45|58|22|104|73|49|11|120|81|127|55|47|31|48	0.230685	0.285714	0.984196	0.954851	0.993976	0.992477
215	71|96|125|126	71|125	96|126	0|53|28|32|136|12|4|141|73|63|108|88|81|11|82|3|55|109|31|15	0.213024	0.333333	0.978227	0.937927	0.991577	0.987133
216	15|55|103|110	15|55	103|110	0|1|123|32|5|45|130|4|7|22|121|132|35|120|129|33|47|125|70|48	0.238309	0.333333	0.981039	0.953229	0.991266	0.990293
217	15|47|48|71	15|47	48|71	123|0|105|95|136|141|113|106|75|73|107|108|81|11|129|82|54|96|110|31	0.253577	0.333333	0.970778	0.929072	0.990778	0.987316
218	31|48|55|71	31|48	55|71	105|116|32|53|134|106|142|4|139|63|132|75|129|3|82|42|126|15|110|70	0.230591	0.333333	0.986172	0.96266	0.99448	0.992466
219	47|48|70|103	47|48	70|103	40|53|32|123|136|142|45|12|108|73|63|7|11|71|81|3|31|55|110|109	0.225829	0.333333	0.963409	0.913204	0.985646	0.981958
220	35|54|70|110	35|54	70|110	95|32|105|83|106|113|134|45|88|73|108|139|3|81|11|129|96|109|15|55	0.258663	0.333333	0.977062	0.943045	0.990021	0.987536
221	31|48|55|96	31|48	55|96	53|138|0|83|4|130|141|134|132|7|107|63|3|71|42|82|70|15|103|110	0.220202	0.25	0.981161	0.946741	0.992833	0.991125
222	15|47|54|109	15|47	54|109	95|123|128|40|45|134|142|141|132|139|121|108|117|79|11|129|103|55|48|126	0.242752	0.333333	0.946883	0.896142	0.978933	0.97731
223	96|109|110|126	96|109	110|126	28|128|32|0|77|130|136|143|107|108|119|132|117|127|3|11|47|54|48|15	0.249358	0.333333	0.984054	0.952919	0.993194	0.98913
224	15|31|96|110	15|31	96|110	83|95|0|114|4|77|5|136|49|73|121|139|127|71|33|79|48|55|54|126	0.216673	0.333333	0.979755	0.945954	0.992519	0.989683
225	15|31|96|126	15|126	31|96	128|53|0|32|58|142|45|141|88|132|7|73|117|82|33|71|48|70|125|47	0.215041	0.333333	0.981496	0.952608	0.992358	0.991457
226	15|35|55|126	15|126	35|55	32|1|40|128|142|45|143|113|7|63|119|107|42|129|82|3|70|109|96|31	0.236524	0.333333	0.980297	0.9484	0.991359	0.991239
227	15|48|54|70	15|48	54|70	53|40|123|105|134|113|106|142|107|104|7|119|82|71|42|129|47|110|96|126	0.25773	0.333333	0.987032	0.965041	0.994796	0.993691
228	15|54|103|125	15|103	54|125	53|40|32|123|113|12|130|141|63|119|107|88|81|11|129|3|96|109|110|70	0.235249	0.333333	0.986949	0.964276	0.994488	0.994461
229	54|70|71|96	54|70	71|96	32|0|83|28|141|142|45|143|108|22|119|75|11|79|117|33|31|110|47|103	0.253812	0.333333	0.97983	0.952106	0.991943	0.98964
230	31|71|110|126	31|71	110|126	0|123|28|32|45|136|106|5|75|132|107|73|11|21|35|120|70|48|96|125	0.243408	0.333333	0.972928	0.930125	0.988771	0.984277
231	47|48|70|71	47|70	48|71	105|114|95|138|4|113|5|12|73|107|119|63|129|3|11|82|55|109|103|31	0.236296	0.333333	0.968305	0.921094	0.988533	0.983366
232	31|47|55|96	31|47	55|96	128|95|138|116|106|142|4|141|132|49|121|75|21|3|117|79|103|126|125|70	0.200359	0.25	0.958946	0.899116	0.984218	0.9825
233	15|35|47|54	15|35	47|54	53|105|0|123|106|113|134|12|88|7|119|75|71|81|82|3|55|126|103|109	0.249677	0.333333	0.977346	0.93884	0.991274	0.985798
234	48|54|55|70	48|54	55|70	114|0|116|128|141|142|113|45|63|75|104|7|71|3|82|129|96|47|15|103	0.241966	0.333333	0.982339	0.954921	0.992464	0.990425
235	31|48|54|70	31|54	48|70	83|114|1|28|12|141|142|130|139|107|104|7|82|3|11|71|15|126|109|47	0.237461	0.333333	0.987642	0.966913	0.995307	0.994303
236	31|55|70|125	31|55	70|125	114|123|116|28|130|136|45|142|63|75|104|7|3|129|82|71|109|126|54|96	0.219369	0.333333	0.980488	0.949336	0.99155	0.990009
237	31|35|47|54	31|35	47|54	53|128|28|138|136|142|45|12|88|63|139|7|3|11|71|81|96|15|109|126	0.226393	0.333333	0.976003	0.933564	0.991103	0.986459
238	31|48|70|71	31|70	48|71	114|138|53|116|106|142|45|113|139|88|63|73|11|81|82|3|15|109|54|126	0.239668	0.333333	0.985543	0.959149	0.994848	0.993471
239	47|55|109|126	47|55	109|126	32|0|123|53|130|4|136|58|75|121|107|63|120|33|117|21|96|48|31|110	0.224674	0.333333	0.95188	0.882292	0.97975	0.97292
240	35|47|54|96	35|47	54|96	32|128|40|138|113|142|134|143|107|63|88|75|82|71|3|11|15|70|109|103	0.239006	0.333333	0.975566	0.933777	0.990794	0.986707
241	47|48|71|96	47|48	71|96	83|0|105|53|5|136|134|141|73|119|139|75|82|81|11|3|15|103|55|54	0.225127	0.333333	0.969047	0.918919	0.989015	0.982896
242	54|71|110|126	54|71	110|126	1|32|28|123|77|136|113|12|73|88|119|75|120|21|117|42|47|70|31|15	0.249891	0.333333	0.9809	0.946064	0.991964	0.990788
243	15|55|70|126	15|55	70|126	1|123|53|128|5|45|58|106|22|121|63|75|127|117|21|3|47|31|54|110	0.233984	0.333333	0.976538	0.944884	0.989716	0.987172
244	15|48|55|96	15|48	55|96	138|40|0|53|143|106|136|5|107|63|75|119|71|42|3|82|47|126|54|70	0.237019	0.333333	0.984963	0.964033	0.993379	0.99111
245	55|70|71|126	55|70	71|126	123|40|28|0|5|143|142|113|107|49|121|63|3|21|120|35|15|48|109|47	0.244243	0.333333	0.972817	0.931223	0.988023	0.985953
246	35|54|70|103	35|54	70|103	32|128|1|0|45|106|143|113|88|75|107|7|82|3|42|71|109|55|31|96	0.251126	0.333333	0.987141	0.965585	0.994563	0.993526
247	31|54|125|126	31|126	54|125	128|28|32|1|113|45|141|12|75|132|7|88|82|3|129|42|110|47|55|15	0.212277	0.333333	0.976582	0.944168	0.990335	0.988025
248	47|71|96|103	47|96	71|103	28|0|32|40|5|45|113|142|121|73|108|119|35|79|81|21|109|125|54|55	0.226406	0.333333	0.967756	0.914756	0.987097	0.981783
249	15|48|54|103	15|48	54|103	1|0|53|32|12|136|45|142|108|88|107|132|71|42|3|129|110|96|109|47	0.247874	0.333333	0.988665	0.968515	0.995247	0.993763
250	15|31|54|125	15|31	54|125	128|83|53|1|12|136|130|113|132|104|75|139|42|71|3|81|103|96|110|55	0.223078	0.333333	0.978966	0.943528	0.991174	0.988881
251	31|47|103|109	31|47	103|109	28|0|123|1|141|5|12|142|7|107|73|88|117|71|35|21|125|96|54|15	0.219887	0.333333	0.97105	0.92287	0.988671	0.982384
252	47|55|103|109	47|55	103|109	32|123|1|128|143|142|106|45|49|132|119|121|21|120|33|79|70|54|31|48	0.218426	0.333333	0.967896	0.913066	0.986789	0.977561
253	15|54|96|103	15|96	54|103	32|0|40|128|143|141|77|45|121|63|49|75|33|120|82|42|48|109|70|125	0.228246	0.333333	0.978158	0.944851	0.991311	0.988894
254	15|54|71|109	15|54	71|109	40|95|123|32|134|143|45|106|108|121|75|107|35|21|33|127|96|125|55|70	0.262424	0.333333	0.985216	0.962995	0.994087	0.992686
255	55|70|109|125	55|70	109|125	138|32|128|105|134|106|136|141|63|107|7|75|3|129|71|42|103|96|47|110	0.225791	0.333333	0.982736	0.954483	0.991734	0.987539
256	35|47|54|55	35|47	54|55	83|123|0|114|143|45|106|134|107|119|7|75|82|3|71|129|126|96|70|15	0.240073	0.333333	0.976837	0.938166	0.990737	0.989426
257	31|47|54|103	31|47	54|103	128|0|123|1|136|142|141|58|22|49|73|88|21|120|33|117|15|55|110|70	0.213474	0.333333	0.962923	0.908125	0.985268	0.982622
258	31|70|96|125	31|96	70|125	28|53|32|83|134|130|113|12|139|75|7|104|81|42|3|11|55|54|47|109	0.209591	0.333333	0.98831	0.967742	0.995826	0.994942
259	15|54|70|126	15|54	70|126	1|128|53|123|113|12|77|45|121|75|119|22|82|79|117|33|96|48|110|109	0.24717	0.333333	0.969797	0.920236	0.986907	0.982664
260	15|31|54|70	15|31	54|70	53|116|123|138|141|130|45|12|104|139|7|75|117|79|3|82|48|110|55|109	0.251441	0.333333	0.975135	0.944048	0.989885	0.987346
261	15|54|71|96	15|54	71|96	105|116|95|32|136|143|12|142|121|63|107|108|21|35|11|42|103|48|55|125	0.243359	0.333333	0.954295	0.90255	0.981164	0.978761
262	15|31|54|109	15|31	54|109	138|83|123|114|106|45|141|134|73|104|63|132|117|42|127|79|110|125|47|55	0.233139	0.333333	0.979458	0.951481	0.991526	0.988869
263	54|55|96|103	54|103	55|96	32|0|28|40|141|136|130|142|119|63|7|22|42|21|79|120|47|15|110|70	0.22989	0.333333	0.982561	0.953642	0.992575	0.992561
264	70|71|96|125	70|96	71|125	32|53|114|138|113|5|141|134|75|63|73|107|81|42|11|82|109|47|54|126	0.224861	0.333333	0.989384	0.970754	0.996544	0.995328
265	15|35|47|96	15|47	35|96	95|138|53|128|106|142|12|141|108|119|73|63|82|81|71|11|54|103|110|31	0.230749	0.333333	0.970393	0.925121	0.990095	0.986348
266	55|71|109|110	55|71	109|110	32|0|83|95|45|58|4|106|119|107|22|121|33|120|127|129|15|126|31|70	0.254428	0.333333	0.976915	0.941244	0.990105	0.990001
267	31|47|125|126	31|125	47|126	28|32|123|0|142|113|5|136|107|63|88|7|82|71|81|11|109|15|70|110	0.207736	0.25	0.963727	0.915012	0.986633	0.980377
268	31|47|54|70	31|54	47|70	1|123|138|32|134|58|106|113|108|75|22|73|82|127|117|120|96|110|125|15	0.238176	0.333333	0.95971	0.911313	0.983211	0.979817
269	35|54|96|103	35|96	54|103	128|32|28|40|113|106|142|141|132|107|73|88|3|71|81|42|31|109|70|47	0.234184	0.333333	0.990364	0.973669	0.995581	0.994882
270	15|47|55|126	15|126	47|55	0|32|40|1|143|58|4|113|119|49|63|132|120|35|117|71|48|70|31|96	0.224904	0.333333	0.960326	0.905083	0.984269	0.979392
271	35|47|110|126	35|47	110|126	0|40|123|32|4|12|113|136|108|88|7|119|11|129|71|82|54|31|15|109	0.24304	0.333333	0.96201	0.910452	0.985666	0.984882
272	31|35|71|126	31|35	71|126	1|53|0|28|106|5|45|12|132|75|73|88|81|129|11|82|109|55|70|15	0.234401	0.333333	0.978377	0.942176	0.991316	0.988856
273	31|47|54|109	31|54	47|109	114|83|128|105|141|134|142|106|88|139|73|108|3|21|127|117|126|55|110|103	0.219158	0.333333	0.945776	0.897456	0.977805	0.974318
274	47|48|71|110	47|71	48|110	105|83|32|95|5|113|143|12|132|108|119|107|129|11|82|3|126|70|109|55	0.249808	0.333333	0.973858	0.934818	0.990727	0.989474
275	31|48|70|110	31|70	48|110	83|105|114|123|136|130|106|12|88|139|7|108|42|81|129|71|109|103|15|126	0.232327	0.333333	0.975038	0.937222	0.990369	0.990019
276	31|47|103|125	31|103	47|125	32|53|123|1|5|142|4|12|7|73|88|75|71|11|81|3|96|110|70|55	0.192543	0.25	0.973249	0.929692	0.9898	0.986371
277	48|70|103|109	48|70	103|109	128|0|123|28|130|142|143|136|73|107|108|75|11|3|42|71|55|47|54|110	0.248913	0.333333	0.990705	0.974511	0.996114	0.995766
278	31|35|70|126	31|35	70|126	0|32|123|53|141|4|130|113|88|75|63|107|71|42|81|129|55|54|96|110	0.23972	0.333333	0.974121	0.938063	0.989882	0.986732
279	15|48|55|103	15|103	48|55	40|0|123|32|106|45|143|4|63|132|107|75|42|3|71|129|54|96|31|47	0.232348	0.333333	0.985885	0.963685	0.993851	0.991147
280	35|47|54|126	35|47	54|126	123|28|40|0|12|45|136|143|63|7|75|119|129|71|82|3|110|15|55|31	0.239706	0.333333	0.944422	0.876475	0.978207	0.977611
281	31|96|109|126	31|96	109|126	53|32|0|128|58|130|77|4|107|132|75|73|71|81|120|117|54|125|15|47	0.22217	0.333333	0.983325	0.955637	0.992937	0.992191
282	15|31|47|70	15|31	47|70	128|83|105|53|77|5|130|113|49|7|73|104|33|35|129|21|96|125|126|109	0.217541	0.333333	0.964554	0.914241	0.986397	0.981292
283	31|48|103|109	31|48	103|109	53|0|28|32|142|136|5|45|107|7|108|73|81|71|11|3|110|70|47|55	0.232687	0.333333	0.986491	0.964127	0.994684	0.994625
284	31|96|109|110	31|109	96|110	95|128|116|105|106|4|77|12|132|107|75|7|117|35|42|3|70|54|126|48	0.236213	0.333333	0.98604	0.960169	0.994624	0.991972
285	31|70|71|125	31|70	71|125	1|53|83|116|136|106|113|142|75|107|108|104|11|81|3|82|110|126|96|55	0.232228	0.333333	0.985601	0.962633	0.995103	0.992929
286	54|71|96|103	54|96	71|103	53|28|40|0|142|58|106|45|49|88|22|119|127|42|81|120|110|55|31|48	0.227927	0.333333	0.960554	0.914881	0.98366	0.974692
287	15|35|54|96	15|35	54|96	83|114|95|53|141|130|113|142|107|63|132|108|71|3|82|81|55|110|103|126	0.254169	0.333333	0.969961	0.932151	0.987665	0.979613
288	35|54|55|103	35|55	54|103	53|0|28|1|136|106|142|141|7|63|132|107|129|3|42|82|70|31|96|110	0.240761	0.333333	0.985826	0.959388	0.993696	0.991863
289	31|109|110|125	31|109	110|125	116|138|105|0|130|134|5|45|75|104|108|88|11|81|129|3|55|70|47|54	0.229246	0.333333	0.990595	0.972754	0.996048	0.995325
290	15|47|55|110	15|47	55|110	0|123|114|105|134|143|58|113|107|7|132|104|129|79|3|120|96|48|126|125	0.228021	0.333333	0.953614	0.895168	0.981608	0.981571
291	35|55|110|126	35|55	110|126	40|0|28|123|5|113|143|136|119|132|107|75|42|3|82|129|109|31|47|54	0.24565	0.333333	0.976733	0.935584	0.989829	0.989657
292	71|103|110|125	71|103	110|125	123|1|32|0|45|12|4|106|88|73|75|107|3|129|42|11|55|47|96|70	0.225036	0.333333	0.990865	0.974241	0.995789	0.994749
293	55|71|110|125	55|71	110|125	40|32|0|28|45|113|4|134|75|139|119|132|129|82|3|42|70|15|31|103	0.239675	0.333333	0.980429	0.948175	0.991788	0.991591
294	55|71|110|125	55|71	110|125	138|0|83|32|143|45|4|136|104|119|75|107|3|82|42|129|47|126|31|70	0.230577	0.333333	0.980923	0.952469	0.991969	0.988776
295	15|55|96|103	15|103	55|96	53|0|128|32|106|136|77|143|119|121|107|22|35|82|117|127|31|109|54|110	0.228624	0.333333	0.971016	0.935894	0.987267	0.983831
296	47|70|125|126	47|126	70|125	53|40|32|0|106|142|141|143|107|119|88|63|71|81|11|129|15|96|55|109	0.2153	0.333333	0.956709	0.899792	0.983539	0.97651
297	15|35|96|103	15|103	35|96	40|32|53|128|45|142|5|12|75|108|73|119|42|82|3|71|109|70|54|31	0.23558	0.333333	0.992896	0.978774	0.996831	0.996722
298	35|55|70|110	35|70	55|110	105|0|40|83|130|45|134|106|107|104|119|139|3|42|71|82|15|47|54|126	0.254023	0.333333	0.983864	0.959934	0.992282	0.989348
299	47|54|70|103	47|54	70|103	40|32|53|28|113|77|12|136|49|88|73|63|21|81|120|82|15|96|48|125	0.223788	0.333333	0.95023	0.890196	0.980229	0.974444
300	31|35|96|110	31|35	96|110	95|105|114|138|12|4|130|136|107|108|132|88|3|71|81|42|47|15|126|109	0.23178	0.333333	0.987187	0.963959	0.994931	0.993062
301	15|70|125|126	15|125	70|126	53|32|123|40|130|45|113|5|107|88|119|108|82|3|81|11|55|109|47|96	0.236521	0.333333	0.98436	0.955335	0.993813	0.99052
302	47|55|70|109	47|70	55|109	0|40|114|128|106|143|4|141|104|139|107|121|35|120|71|117|110|96|31|15	0.237998	0.333333	0.964356	0.916925	0.985013	0.981303
303	15|96|103|109	15|96	103|109	32|53|40|128|5|106|77|130|22|63|75|49|117|81|33|35|110|55|54|48	0.228913	0.333333	0.986294	0.962641	0.994211	0.993941
304	54|70|103|125	54|103	70|125	0|123|32|128|143|113|136|130|75|119|88|63|71|82|129|3|31|96|47|110	0.236204	0.333333	0.987512	0.966667	0.995198	0.995042
305	15|31|54|110	15|31	54|110	32|1|83|123|130|113|58|136|7|73|132|121|120|79|11|35|47|109|55|125	0.252722	0.333333	0.983366	0.95442	0.993048	0.991736
306	47|70|96|110	47|70	96|110	138|128|116|95|77|136|4|130|119|75|121|73|33|71|11|21|54|103|126|109	0.233756	0.333333	0.969835	0.923916	0.989287	0.986654
307	15|70|109|110	15|70	109|110	138|105|123|114|4|12|45|130|107|119|104|7|33|120|129|81|47|126|55|31	0.251789	0.333333	0.98745	0.965956	0.995134	0.993954
308	31|48|55|96	31|48	55|96	32|138|105|53|106|4|130|45|7|139|107|104|42|3|82|71|109|54|47|110	0.217424	0.25	0.984301	0.955617	0.993135	0.990965
309	35|71|96|109	35|71	96|109	105|83|138|95|5|134|136|142|132|88|107|104|3|42|11|81|55|103|31|126	0.229413	0.333333	0.975247	0.939798	0.9905	0.985085
310	31|54|71|109	31|54	71|109	28|83|0|53|142|106|12|58|108|88|104|75|3|33|35|21|126|103|15|47	0.242019	0.333333	0.985796	0.96361	0.994358	0.992889
311	35|47|55|103	35|103	47|55	123|40|32|1|141|143|106|5|119|75|107|132|129|71|3|82|54|110|70|109	0.231226	0.285714	0.97392	0.928117	0.989342	0.983119
312	31|96|110|125	31|96	110|125	0|95|32|114|134|113|4|130|73|7|104|132|81|3|82|71|103|70|109|15	0.219367	0.333333	0.982469	0.950341	0.993402	0.991822
313	15|70|109|125	15|70	109|125	116|32|83|128|12|130|141|45|104|139|88|73|129|42|81|11|47|126|31|55	0.220454	0.333333	0.987052	0.964487	0.995983	0.995394
314	48|70|71|109	48|70	71|109	116|28|123|40|136|141|143|142|107|119|88|104|3|42|129|11|15|110|103|55	0.258237	0.333333	0.962755	0.914593	0.984078	0.982632
315	70|96|109|126	70|96	109|126	28|40|0|32|136|142|77|4|107|49|88|108|120|71|33|21|110|55|54|15	0.239875	0.333333	0.973979	0.930525	0.988894	0.987611
