candidate_universe,candidate_method,heldout_tissues,null,candidate_metric,null_metric,value,midrank_percentile
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,role_B_lookup_f1,role_max_f1,0.9797299102210112,0.010604
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,training_node_total,train_nodes,43958.0,0.4413255
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,training_edge_total,train_edges,617258.0,0.509147
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,row_overlap,row_overlap,0.964536661982,0.0709355
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,unique_overlap,unique_overlap,0.905360348807,0.029971
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,lookup_micro_f1,f1,0.985017777004,0.04581
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.460108
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,role_B_lookup_f1,role_max_f1,0.9797299102210112,0.001358
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,training_node_total,train_nodes,43958.0,0.077666
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,training_edge_total,train_edges,617258.0,0.178189
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,row_overlap,row_overlap,0.969648829431,0.133711
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,unique_overlap,unique_overlap,0.916276651066,0.087124
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,lookup_micro_f1,f1,0.987728734508,0.1178925
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.343556
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_B_lookup_f1,role_max_f1,0.9853347628087225,0.030883
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_node_total,train_nodes,43958.0,0.4413255
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_edge_total,train_edges,617258.0,0.509147
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,row_overlap,row_overlap,0.969648829431,0.146081
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,unique_overlap,unique_overlap,0.916276651066,0.074408
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,lookup_micro_f1,f1,0.987728734508,0.1256855
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.460108
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_B_lookup_f1,role_max_f1,0.9853347628087225,0.0133055
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_node_total,train_nodes,43958.0,0.077666
all144,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_edge_total,train_edges,617258.0,0.178189
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,row_overlap,row_overlap,0.964536661982,0.08541
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,unique_overlap,unique_overlap,0.905360348807,0.0524305
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,lookup_micro_f1,f1,0.985017777004,0.065508
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.343556
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,role_B_lookup_f1,role_max_f1,0.9797299102210112,0.010604
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,training_node_total,train_nodes,43958.0,0.4413255
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,uniform,training_edge_total,train_edges,617258.0,0.509147
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,row_overlap,row_overlap,0.964536661982,0.0709355
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,unique_overlap,unique_overlap,0.905360348807,0.029971
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,lookup_micro_f1,f1,0.985017777004,0.04581
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.460108
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,role_B_lookup_f1,role_max_f1,0.9797299102210112,0.001358
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,training_node_total,train_nodes,43958.0,0.077666
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|liver,matched_stratified,training_edge_total,train_edges,617258.0,0.178189
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,row_overlap,row_overlap,0.969648829431,0.133711
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,unique_overlap,unique_overlap,0.916276651066,0.087124
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,lookup_micro_f1,f1,0.987728734508,0.1178925
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.343556
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_B_lookup_f1,role_max_f1,0.9853347628087225,0.030883
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_node_total,train_nodes,43958.0,0.4413255
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_edge_total,train_edges,617258.0,0.509147
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,mean_wup,mean_wup,0.169998334998,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,max_wup,max_wup,0.2,0.0
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,row_overlap,row_overlap,0.969648829431,0.146081
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,unique_overlap,unique_overlap,0.916276651066,0.074408
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,lookup_micro_f1,f1,0.987728734508,0.1256855
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_A_lookup_f1,role_min_f1,0.9899210073588356,0.460108
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_B_lookup_f1,role_max_f1,0.9853347628087225,0.0133055
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_node_total,train_nodes,43958.0,0.077666
all144,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_edge_total,train_edges,617258.0,0.178189
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.169002119204,0.0
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.2,0.0
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.942827973456,0.099776
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.883021933387,0.1254945
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.980555835129,0.155604
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.9728573082643819,0.1228805
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9897619827404869,0.292121
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,36967.0,0.0240525
leaf107,conditional_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,481288.0,0.0432215
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.169002119204,0.0
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.2,0.0
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.942827973456,0.099776
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.883021933387,0.1254945
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.980555835129,0.155604
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.9728573082643819,0.1228805
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9897619827404869,0.292121
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,36967.0,0.0240525
leaf107,conditional_minimax_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,481288.0,0.0432215
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.169002119204,0.0
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.2,0.0
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.942827973456,0.099776
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.883021933387,0.1254945
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.980555835129,0.155604
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.9728573082643819,0.1228805
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9897619827404869,0.292121
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,36967.0,0.0240525
leaf107,ancestor_blocked_mean_wup,fetus|forebrain|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,481288.0,0.0432215
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.169821300024,0.0
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.936454568379,0.0739575
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.868014901543,0.0788665
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.976298252383,0.1018065
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.971072835164936,0.106656
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9820124666073019,0.1052315
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,37647.0,0.0572735
leaf107,branch_distinct_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,490846.0,0.0768945
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.169821300024,0.0
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.936454568379,0.0739575
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.868014901543,0.0788665
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.976298252383,0.1018065
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.971072835164936,0.106656
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9820124666073019,0.1052315
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,37647.0,0.0572735
leaf107,branch_distinct_minimax_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,490846.0,0.0768945
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,mean_wup,mean_wup,0.189014814842,0.0
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,max_wup,max_wup,0.25,6.5e-06
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,row_overlap,row_overlap,0.961586954694,0.245763
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,unique_overlap,unique_overlap,0.904204364023,0.226469
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,lookup_micro_f1,f1,0.985082782362,0.2615575
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.9803140656682761,0.241728
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9903019868735974,0.3174565
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_node_total,train_nodes,36411.0,0.010485
leaf107,branch_distinct_coverall_mean_wup,colon|fetus|pancreas|temporal_lobe,uniform,training_edge_total,train_edges,466870.0,0.0156305
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,mean_wup,mean_wup,0.172609057609,0.0
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,row_overlap,row_overlap,0.933361204013,0.063547
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,unique_overlap,unique_overlap,0.854394175767,0.0474515
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,lookup_micro_f1,f1,0.97211414058,0.068204
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_A_lookup_f1,role_min_f1,0.9711082363087538,0.1069395
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_B_lookup_f1,role_max_f1,0.9732053987339252,0.036488
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_node_total,train_nodes,40713.0,0.5496145
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_edge_total,train_edges,553047.0,0.628779
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,mean_wup,mean_wup,0.172609057609,0.0
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,row_overlap,row_overlap,0.933361204013,0.0086155
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,unique_overlap,unique_overlap,0.854394175767,0.003808
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,lookup_micro_f1,f1,0.97211414058,0.008646
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_A_lookup_f1,role_min_f1,0.9711082363087538,0.018213
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_B_lookup_f1,role_max_f1,0.9732053987339252,0.005148
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_node_total,train_nodes,40713.0,0.0294805
leaf107,branch_distinct_node_stratified_mean_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_edge_total,train_edges,553047.0,0.092722
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,mean_wup,mean_wup,0.172609057609,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,row_overlap,row_overlap,0.933361204013,0.063547
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,unique_overlap,unique_overlap,0.854394175767,0.0474515
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,lookup_micro_f1,f1,0.97211414058,0.068204
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_A_lookup_f1,role_min_f1,0.9711082363087538,0.1069395
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,role_B_lookup_f1,role_max_f1,0.9732053987339252,0.036488
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_node_total,train_nodes,40713.0,0.5496145
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,uniform,training_edge_total,train_edges,553047.0,0.628779
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,mean_wup,mean_wup,0.172609057609,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,max_wup,max_wup,0.2,0.0
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,row_overlap,row_overlap,0.933361204013,0.0086155
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,unique_overlap,unique_overlap,0.854394175767,0.003808
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,lookup_micro_f1,f1,0.97211414058,0.008646
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_A_lookup_f1,role_min_f1,0.9711082363087538,0.018213
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,role_B_lookup_f1,role_max_f1,0.9732053987339252,0.005148
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_node_total,train_nodes,40713.0,0.0294805
leaf107,branch_distinct_node_stratified_minimax_wup,colon|fetus|hematopoietic_stem_cell|pancreas,matched_stratified,training_edge_total,train_edges,553047.0,0.092722
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,mean_wup,mean_wup,0.194151577589,3e-06
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,max_wup,max_wup,0.25,6.5e-06
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,row_overlap,row_overlap,0.989475577944,0.93335
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,unique_overlap,unique_overlap,0.971562591615,0.9409805
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,lookup_micro_f1,f1,0.9954782712,0.910238
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,role_A_lookup_f1,role_min_f1,0.9946203534913213,0.9258475
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,role_B_lookup_f1,role_max_f1,0.9963348946715007,0.7971385
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,training_node_total,train_nodes,42350.0,0.83964
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,uniform,training_edge_total,train_edges,575499.0,0.82535
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,mean_wup,mean_wup,0.194151577589,0.0001435
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,max_wup,max_wup,0.25,0.018173
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,row_overlap,row_overlap,0.989475577944,0.9377845
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,unique_overlap,unique_overlap,0.971562591615,0.946033
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,lookup_micro_f1,f1,0.9954782712,0.910387
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,role_A_lookup_f1,role_min_f1,0.9946203534913213,0.9145585
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,role_B_lookup_f1,role_max_f1,0.9963348946715007,0.8123985
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,training_node_total,train_nodes,42350.0,0.8522655
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|prostate_gland|temporal_lobe,matched_stratified,training_edge_total,train_edges,575499.0,0.78144
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,mean_wup,mean_wup,0.194151577589,3e-06
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,max_wup,max_wup,0.25,6.5e-06
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,row_overlap,row_overlap,0.984102026555,0.7793205
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,unique_overlap,unique_overlap,0.958085528179,0.792692
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,lookup_micro_f1,f1,0.993282039295,0.7509125
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,role_A_lookup_f1,role_min_f1,0.9958465311127005,0.9687855
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,role_B_lookup_f1,role_max_f1,0.9909699528116126,0.3525615
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,training_node_total,train_nodes,42350.0,0.83964
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,uniform,training_edge_total,train_edges,575499.0,0.82535
leaf107,branch_distinct_coverall_node_stratified_mean_wup,colon|pancreas|temporal_lobe|testis,matched_stratified,mean_wup,mean_wup,0.194151577589,0.0001435
